"Age (years)","Series 1 (y)","Series 1 (value)"
20,"Artery - Aorta",
20,"Artery - Coronary",2.90232051483556
20,"Heart - Left Ventricle",3.0776367775612
20,"Thyroid",3.37279409980472
20,"Brain - Nucleus accumbens (basal ganglia)",2.14129940487988
20,"Brain - Putamen (basal ganglia)",2.71937028688345
20,"Brain - Caudate (basal ganglia)",
20,"Pituitary",3.08304517526335
20,"Esophagus - Mucosa",2.23882179204145
20,"Brain - Anterior cingulate cortex (BA24)",1.90907917936743
20,"Nerve - Tibial",1.62226673110433
20,"Adipose - Visceral (Omentum)",
20,"Testis",2.30997743997746
20,"Brain - Cerebellar Hemisphere",1.00888082994942
20,"Ovary",
20,"Brain - Cortex",2.23172363739886
20,"Brain - Hippocampus",2.25869783582224
20,"Adipose - Subcutaneous",
20,"Artery - Tibial",1.95227316085625
20,"Brain - Frontal Cortex (BA9)",1.37710807253482
20,"Skin - Sun Exposed (Lower leg)",
20,"Cells - Cultured fibroblasts",1.53283539019501
20,"Vagina",
20,"Brain - Hypothalamus",-0.459939546415265
20,"Brain - Substantia nigra",0.446030047222731
20,"Brain - Cerebellum",2.47495239515474
20,"Colon - Sigmoid",2.47533015788086
20,"Esophagus - Gastroesophageal Junction",2.64376509721896
20,"Cells - EBV-transformed lymphocytes",
20,"Minor Salivary Gland",
20,"Muscle - Skeletal",0.83583111530158
20,"Liver",
20,"Spleen",
20,"Colon - Transverse",
20,"Prostate",
20,"Stomach",
20,"Brain - Spinal cord (cervical c-1)",
20,"Pancreas",
20,"Adrenal Gland",
20,"Kidney - Cortex",
20,"Whole Blood",0.664610616269483
20,"Small Intestine - Terminal Ileum",
20,"Breast - Mammary Tissue",
20,"Skin - Not Sun Exposed (Suprapubic)",-0.819465419430202
20,"Heart - Atrial Appendage",-0.763753360029057
20,"Lung",
20,"Esophagus - Muscularis",-1.7968189569246
20,"Brain - Amygdala",-1.60036631466511
20,"Uterus",
21,"Artery - Aorta",3.02589239898126
21,"Artery - Coronary",2.57281072900541
21,"Heart - Left Ventricle",2.71597655927049
21,"Thyroid",2.81729529394756
21,"Brain - Nucleus accumbens (basal ganglia)",1.8593472031487
21,"Brain - Putamen (basal ganglia)",2.43422020369247
21,"Brain - Caudate (basal ganglia)",
21,"Pituitary",2.72826820743209
21,"Esophagus - Mucosa",2.05603083828848
21,"Brain - Anterior cingulate cortex (BA24)",1.83338380136195
21,"Nerve - Tibial",1.58917442913241
21,"Adipose - Visceral (Omentum)",1.42415987640792
21,"Testis",2.09857819628149
21,"Brain - Cerebellar Hemisphere",1.06300874318848
21,"Ovary",0.166826664663897
21,"Brain - Cortex",2.06305420924709
21,"Brain - Hippocampus",2.10853477042239
21,"Adipose - Subcutaneous",2.05485885428387
21,"Artery - Tibial",1.77193051239268
21,"Brain - Frontal Cortex (BA9)",1.37869815203039
21,"Skin - Sun Exposed (Lower leg)",1.41199949709508
21,"Cells - Cultured fibroblasts",1.40222362165735
21,"Vagina",0.71161191640425
21,"Brain - Hypothalamus",-0.170186788407473
21,"Brain - Substantia nigra",0.603850881471238
21,"Brain - Cerebellum",2.14464948900262
21,"Colon - Sigmoid",2.16312160714222
21,"Esophagus - Gastroesophageal Junction",2.25964404125382
21,"Cells - EBV-transformed lymphocytes",0.695437738613309
21,"Minor Salivary Gland",1.08786549860142
21,"Muscle - Skeletal",0.780300006614004
21,"Liver",-2.73988703399882
21,"Spleen",-2.60001563142563
21,"Colon - Transverse",-1.9404654901677
21,"Prostate",-1.84909495838164
21,"Stomach",-1.03454362587297
21,"Brain - Spinal cord (cervical c-1)",
21,"Pancreas",-0.466311854162322
21,"Adrenal Gland",1.22890775291723
21,"Kidney - Cortex",
21,"Whole Blood",0.395747437641875
21,"Small Intestine - Terminal Ileum",-2.44669755189775
21,"Breast - Mammary Tissue",-1.03454009682699
21,"Skin - Not Sun Exposed (Suprapubic)",-0.559940301775409
21,"Heart - Atrial Appendage",-0.49046361318509
21,"Lung",-1.39110119954212
21,"Esophagus - Muscularis",-1.61024465598052
21,"Brain - Amygdala",-1.27746614752104
21,"Uterus",0.0841135738492358
22,"Artery - Aorta",2.59515825304107
22,"Artery - Coronary",2.25977314984804
22,"Heart - Left Ventricle",2.37539308872617
22,"Thyroid",2.29744640992764
22,"Brain - Nucleus accumbens (basal ganglia)",1.5864690165752
22,"Brain - Putamen (basal ganglia)",2.15253983714194
22,"Brain - Caudate (basal ganglia)",2.74821205918141
22,"Pituitary",2.39661230939276
22,"Esophagus - Mucosa",1.8822853393314
22,"Brain - Anterior cingulate cortex (BA24)",1.75591988028462
22,"Nerve - Tibial",1.5530727834593
22,"Adipose - Visceral (Omentum)",1.39871298507273
22,"Testis",1.89867482051967
22,"Brain - Cerebellar Hemisphere",1.1123132650174
22,"Ovary",0.373148689193865
22,"Brain - Cortex",1.90184598376385
22,"Brain - Hippocampus",1.96153761732565
22,"Adipose - Subcutaneous",1.9041242961344
22,"Artery - Tibial",1.60448687251018
22,"Brain - Frontal Cortex (BA9)",1.37408179388441
22,"Skin - Sun Exposed (Lower leg)",1.37793490242113
22,"Cells - Cultured fibroblasts",1.27995591058566
22,"Vagina",0.62146335524309
22,"Brain - Hypothalamus",0.0881541702823338
22,"Brain - Substantia nigra",0.740346555289114
22,"Brain - Cerebellum",1.83833207241101
22,"Colon - Sigmoid",1.87065358821957
22,"Esophagus - Gastroesophageal Junction",1.90344468998711
22,"Cells - EBV-transformed lymphocytes",0.352630389361422
22,"Minor Salivary Gland",0.959064681793517
22,"Muscle - Skeletal",0.715292380902378
22,"Liver",-2.45663349172593
22,"Spleen",-2.36405162012364
22,"Colon - Transverse",-1.77993704417238
22,"Prostate",-1.7586132377078
22,"Stomach",-1.03622316930319
22,"Brain - Spinal cord (cervical c-1)",-0.450842074775222
22,"Pancreas",-0.472019381534687
22,"Adrenal Gland",1.02165172655726
22,"Kidney - Cortex",
22,"Whole Blood",0.148674121312341
22,"Small Intestine - Terminal Ileum",-2.11081513761224
22,"Breast - Mammary Tissue",-0.831142614262311
22,"Skin - Not Sun Exposed (Suprapubic)",-0.322877320049467
22,"Heart - Atrial Appendage",-0.239208422577835
22,"Lung",-1.00331550035276
22,"Esophagus - Muscularis",-1.42924184837617
22,"Brain - Amygdala",-0.972065338881112
22,"Uterus",0.07603599550628
23,"Artery - Aorta",2.1912205546304
23,"Artery - Coronary",1.96301018506615
23,"Heart - Left Ventricle",2.05560512825292
23,"Thyroid",1.81313122252053
23,"Brain - Nucleus accumbens (basal ganglia)",1.32304786587817
23,"Brain - Putamen (basal ganglia)",1.87528076162748
23,"Brain - Caudate (basal ganglia)",2.50260044557686
23,"Pituitary",2.08741646203258
23,"Esophagus - Mucosa",1.71745227265138
23,"Brain - Anterior cingulate cortex (BA24)",1.67678760923115
23,"Nerve - Tibial",1.51388608050052
23,"Adipose - Visceral (Omentum)",1.37045248200681
23,"Testis",1.71003033520967
23,"Brain - Cerebellar Hemisphere",1.15623601594392
23,"Ovary",0.561754244218211
23,"Brain - Cortex",1.7478697754926
23,"Brain - Hippocampus",1.81778856187964
23,"Adipose - Subcutaneous",1.75973701441759
23,"Artery - Tibial",1.44950305591285
23,"Brain - Frontal Cortex (BA9)",1.36342524723908
23,"Skin - Sun Exposed (Lower leg)",1.34262268646869
23,"Cells - Cultured fibroblasts",1.16573053189784
23,"Vagina",0.54234023470387
23,"Brain - Hypothalamus",0.316273304458792
23,"Brain - Substantia nigra",0.85649162988662
23,"Brain - Cerebellum",1.55540972289723
23,"Colon - Sigmoid",1.59800147857602
23,"Esophagus - Gastroesophageal Junction",1.57476576618709
23,"Cells - EBV-transformed lymphocytes",0.0435276318261338
23,"Minor Salivary Gland",0.834232403778291
23,"Muscle - Skeletal",0.641719242324533
23,"Liver",-2.18707075003818
23,"Spleen",-2.13857048695264
23,"Colon - Transverse",-1.62797236598111
23,"Prostate",-1.67010196165977
23,"Stomach",-1.02740251763052
23,"Brain - Spinal cord (cervical c-1)",-0.404163545396609
23,"Pancreas",-0.478438531774182
23,"Adrenal Gland",0.823979217710818
23,"Kidney - Cortex",
23,"Whole Blood",-0.0770788994804355
23,"Small Intestine - Terminal Ileum",-1.79222831118206
23,"Breast - Mammary Tissue",-0.643223553809259
23,"Skin - Not Sun Exposed (Suprapubic)",-0.107941291178651
23,"Heart - Atrial Appendage",-0.00964592849477156
23,"Lung",-0.647344997506039
23,"Esophagus - Muscularis",-1.25304983191453
23,"Brain - Amygdala",-0.684297191184473
23,"Uterus",0.0739934798131909
24,"Artery - Aorta",1.81370337463483
