"Age (years)","Series 1 (y)","Series 1 (value)"
22,"Liver",-2.87352185919165
22,"Spleen",-2.68325168359469
22,"Esophagus - Gastroesophageal Junction",-2.32002401021409
22,"Esophagus - Muscularis",-2.00839298885947
22,"Brain - Amygdala",-1.93583480378406
22,"Thyroid",-1.4618302413855
22,"Brain - Hypothalamus",-2.21547090176023
22,"Brain - Substantia nigra",-1.60133631841905
22,"Testis",-0.950047413331586
22,"Artery - Aorta",-1.58243240024806
22,"Cells - Cultured fibroblasts",-0.712341613577385
22,"Adipose - Visceral (Omentum)",-1.93305262147158
22,"Colon - Sigmoid",-1.72533794598577
22,"Skin - Not Sun Exposed (Suprapubic)",-0.631221576681966
22,"Brain - Spinal cord (cervical c-1)",-0.977456652212352
22,"Colon - Transverse",-1.50549115144998
22,"Uterus",-1.73099726461203
22,"Artery - Tibial",-0.97097752478735
22,"Ovary",-0.851044656924428
23,"Esophagus - Mucosa",-0.326498739980864
23,"Heart - Left Ventricle",0.240749196075231
23,"Skin - Sun Exposed (Lower leg)",2.03455422593599
23,"Brain - Caudate (basal ganglia)",1.19089065633676
23,"Cells - EBV-transformed lymphocytes",1.27737273710093
23,"Brain - Nucleus accumbens (basal ganglia)",1.43870783856789
23,"Adipose - Subcutaneous",2.17262422989609
23,"Brain - Frontal Cortex (BA9)",1.79926712925153
23,"Brain - Hippocampus",1.89021506106557
23,"Heart - Atrial Appendage",1.23126311046345
23,"Brain - Anterior cingulate cortex (BA24)",1.51686556655137
23,"Brain - Putamen (basal ganglia)",1.17843421931506
23,"Brain - Cerebellum",1.03479276246165
23,"Brain - Cerebellar Hemisphere",0.584953134455724
23,"Brain - Cortex",0.730679967747603
23,"Adrenal Gland",-1.13694047537514
23,"Muscle - Skeletal",0.00243221181790393
23,"Nerve - Tibial",-0.932771955171508
23,"Prostate",-0.984782786179702
23,"Whole Blood",-0.940948551643161
23,"Breast - Mammary Tissue",-1.40350649708958
23,"Pituitary",-1.58638925079497
23,"Vagina",-1.45614719072928
23,"Pancreas",-1.51230080246943
23,"Stomach",-1.92024571598962
23,"Minor Salivary Gland",-1.83277849468157
23,"Small Intestine - Terminal Ileum",-1.57945855536492
23,"Artery - Coronary",-1.72859097259883
23,"Lung",-2.05340146089806
23,"Kidney - Cortex",
23,"Liver",-2.44554624446294
23,"Spleen",-2.36854398415612
23,"Esophagus - Gastroesophageal Junction",-2.0397554578599
23,"Esophagus - Muscularis",-1.88759515574925
23,"Brain - Amygdala",-1.53011412901974
23,"Thyroid",-1.20241304629593
23,"Brain - Hypothalamus",-1.66812051900653
23,"Brain - Substantia nigra",-1.10750404884035
23,"Testis",-0.551125234874073
23,"Artery - Aorta",-1.21424294097991
23,"Cells - Cultured fibroblasts",-0.470614707980088
23,"Adipose - Visceral (Omentum)",-1.6032160478592
23,"Colon - Sigmoid",-1.52925002254851
23,"Skin - Not Sun Exposed (Suprapubic)",-0.540890193106611
23,"Brain - Spinal cord (cervical c-1)",-0.892047082154231
23,"Colon - Transverse",-1.36459047992374
23,"Uterus",-1.52999201595133
23,"Artery - Tibial",-0.856408875348318
23,"Ovary",-0.706296395033944
24,"Esophagus - Mucosa",-0.561587086739223
24,"Heart - Left Ventricle",0.0152468135610187
24,"Skin - Sun Exposed (Lower leg)",1.63998219879953
24,"Brain - Caudate (basal ganglia)",1.09375892305768
24,"Cells - EBV-transformed lymphocytes",1.20796891101313
24,"Brain - Nucleus accumbens (basal ganglia)",1.43198348191232
24,"Adipose - Subcutaneous",1.96031339590823
24,"Brain - Frontal Cortex (BA9)",1.67233033129045
24,"Brain - Hippocampus",1.75715768863935
24,"Heart - Atrial Appendage",1.18257592658193
24,"Brain - Anterior cingulate cortex (BA24)",1.48245558059913
24,"Brain - Putamen (basal ganglia)",1.21567994169106
24,"Brain - Cerebellum",1.00476719768758
24,"Brain - Cerebellar Hemisphere",0.715457722269823
24,"Brain - Cortex",0.817009018335708
24,"Adrenal Gland",-1.07908405544436
24,"Muscle - Skeletal",-0.113124318132757
24,"Nerve - Tibial",-0.923538721059472
24,"Prostate",-0.97714277688196
24,"Whole Blood",-0.946667000923697
24,"Breast - Mammary Tissue",-1.40730530904914
24,"Pituitary",-1.5549660763662
24,"Vagina",-1.44088885950173
24,"Pancreas",-1.41494079401772
24,"Stomach",-1.76344326431327
24,"Minor Salivary Gland",-1.72281228396683
24,"Small Intestine - Terminal Ileum",-1.538714744471
24,"Artery - Coronary",-1.59439888347161
24,"Lung",-1.87510130786147
24,"Kidney - Cortex",
24,"Liver",-2.04270147357085
24,"Spleen",-2.06857230502685
24,"Esophagus - Gastroesophageal Junction",-1.7729616732263
24,"Esophagus - Muscularis",-1.76530853363222
24,"Brain - Amygdala",-1.15892168243002
24,"Thyroid",-0.955124801214777
24,"Brain - Hypothalamus",-1.17379564131963
24,"Brain - Substantia nigra",-0.671007862663792
24,"Testis",-0.185762437214001
24,"Artery - Aorta",-0.870278731369502
24,"Cells - Cultured fibroblasts",-0.24461061528698
24,"Adipose - Visceral (Omentum)",-1.29097423335276
24,"Colon - Sigmoid",-1.34019932198597
24,"Skin - Not Sun Exposed (Suprapubic)",-0.449751025514496
24,"Brain - Spinal cord (cervical c-1)",-0.809331161844692
24,"Colon - Transverse",-1.22888395597091
24,"Uterus",-1.33855623510375
24,"Artery - Tibial",-0.742594734431626
24,"Ovary",-0.569627694612426
25,"Esophagus - Mucosa",-0.767404487786429
25,"Heart - Left Ventricle",-0.178705698340453
25,"Skin - Sun Exposed (Lower leg)",1.27275400061607
25,"Brain - Caudate (basal ganglia)",1.0030071357205
25,"Cells - EBV-transformed lymphocytes",1.1381189343704
25,"Brain - Nucleus accumbens (basal ganglia)",1.41578470685083
25,"Adipose - Subcutaneous",1.75855666976143
25,"Brain - Frontal Cortex (BA9)",1.54687768102372
25,"Brain - Hippocampus",1.62325962417699
25,"Heart - Atrial Appendage",1.13405309006077
25,"Brain - Anterior cingulate cortex (BA24)",1.44168665916987
