"Age (years)","Series 1 (y)","Series 1 (value)"
20,"Spleen",
20,"Skin - Not Sun Exposed (Suprapubic)",0.839361111723186
20,"Stomach",
20,"Artery - Coronary",1.43061048579991
20,"Small Intestine - Terminal Ileum",
20,"Kidney - Cortex",
20,"Skin - Sun Exposed (Lower leg)",
20,"Minor Salivary Gland",
20,"Cells - EBV-transformed lymphocytes",
20,"Pancreas",
20,"Nerve - Tibial",1.10211636424172
20,"Brain - Cortex",2.32798878689146
20,"Brain - Cerebellum",2.36412397054486
20,"Brain - Hippocampus",2.2835710594357
20,"Esophagus - Muscularis",2.67621597081807
20,"Brain - Anterior cingulate cortex (BA24)",2.05839532275478
20,"Muscle - Skeletal",2.31019031235861
20,"Whole Blood",2.86034069482381
20,"Colon - Transverse",
20,"Artery - Aorta",
20,"Artery - Tibial",2.61042690984529
20,"Brain - Hypothalamus",0.234388802792248
20,"Pituitary",0.180107839884714
20,"Adipose - Subcutaneous",
20,"Brain - Frontal Cortex (BA9)",1.04749451080578
20,"Brain - Cerebellar Hemisphere",1.76895232627042
20,"Ovary",
20,"Esophagus - Mucosa",2.08285155247729
20,"Liver",
20,"Thyroid",0.497693678890858
20,"Heart - Left Ventricle",2.25309313315061
20,"Testis",1.49315337946003
20,"Adipose - Visceral (Omentum)",
20,"Esophagus - Gastroesophageal Junction",1.15002483540358
20,"Cells - Cultured fibroblasts",1.26109286699776
20,"Colon - Sigmoid",1.95439502427588
20,"Brain - Amygdala",-1.81893209411993
20,"Brain - Nucleus accumbens (basal ganglia)",-1.28198923644395
20,"Brain - Putamen (basal ganglia)",-1.70120272069465
20,"Lung",
20,"Prostate",
20,"Heart - Atrial Appendage",-2.52477380360777
20,"Vagina",
20,"Brain - Caudate (basal ganglia)",
20,"Brain - Spinal cord (cervical c-1)",
20,"Adrenal Gland",
20,"Uterus",
20,"Brain - Substantia nigra",2.48802531286742
20,"Breast - Mammary Tissue",
21,"Spleen",-0.682313000013854
21,"Skin - Not Sun Exposed (Suprapubic)",0.830391020772107
21,"Stomach",1.52035103900306
21,"Artery - Coronary",1.17102625092301
21,"Small Intestine - Terminal Ileum",-0.79497617654252
21,"Kidney - Cortex",
21,"Skin - Sun Exposed (Lower leg)",-0.88991467482702
21,"Minor Salivary Gland",1.83760241877086
21,"Cells - EBV-transformed lymphocytes",2.93950154585222
21,"Pancreas",2.97777567344898
21,"Nerve - Tibial",1.18290769664252
21,"Brain - Cortex",2.16787283758547
21,"Brain - Cerebellum",2.19818833085318
21,"Brain - Hippocampus",2.14548204886931
21,"Esophagus - Muscularis",2.45144132735147
21,"Brain - Anterior cingulate cortex (BA24)",1.95691526496734
21,"Muscle - Skeletal",2.15369817208177
21,"Whole Blood",2.60676818005942
21,"Colon - Transverse",1.8827431548146
21,"Artery - Aorta",2.5433615027467
21,"Artery - Tibial",2.39086650630167
21,"Brain - Hypothalamus",0.406836639809916
