GeneID,SRR7885667,SRR7885671
LOC115930971,0.0,0.0
LOC115930972,0.0,0.0
LOC115930974,0.0,0.0
LOC115930975,0.0,0.0
LOC115930977,0.242339,0.340479
LOC115930978,0.019289,0.022915
LOC115930979,14.788448,12.218539
LOC115930981,0.0,0.0
LOC115930982,0.150601,0.0
LOC115930983,6.628955,0.0
LOC115930985,0.0,0.0
LOC115930987,2.526867,0.0
LOC115930988,1.622396,0.366105
LOC115930989,7.675555,6.218221
LOC115930990,0.047802,0.0
LOC115930991,0.0,1.064027
LOC115930992,0.036771,0.709352
LOC115930993,0.0,0.0
LOC115930994,0.0,0.0
LOC115930995,0.202238,0.456019
LOC115930996,0.0,0.185782
LOC115930997,0.0,0.0
LOC115930998,0.0,0.0
LOC115930999,0.0,0.0
LOC115931000,0.0,0.0
LOC115931001,0.0,0.0
LOC115931002,0.0,0.417036
LOC115931003,0.0,0.0
LOC115931004,0.0,0.0
LOC115931005,0.0,0.0
LOC115931006,0.0,0.0
LOC115931007,0.0,0.0
LOC115931008,0.0,0.0
LOC115931009,0.0,0.0
LOC115931010,0.0,0.0
LOC115931011,0.0,0.054501
LOC115931012,0.0,0.0
LOC115931015,0.671305,0.574949
LOC115931016,0.208815,0.0
LOC115931019,0.341405,0.0
LOC115931020,2.709905,1.85491
LOC115931021,0.195951,0.0
LOC115931023,35.24472,22.396822
LOC115931024,0.12956,0.0
LOC115931025,0.0,0.0
LOC115931029,0.465173,0.444478
LOC115931037,0.0,0.0
LOC115931038,0.0,0.0
LOC115931040,0.466098,0.0
LOC115931046,6.535756,0.507608
LOC115931047,0.949901,0.0
LOC115931052,64.717056,43.636826
LOC115931054,10.237634,11.049437
LOC115931055,0.0,0.0
LOC115931058,0.0,0.0
LOC115931061,0.0,0.0
LOC115931062,9.288868,10.469236
LOC115931063,0.0,0.0
LOC115931067,1.070455,0.0
LOC115931068,0.0,0.0
LOC115931069,4.832333,8.112267
LOC115931070,0.821562,0.0
LOC115931074,0.160743,0.099474
LOC115931075,2.947179,4.634281
LOC115931076,1.462684,0.0
LOC115931078,0.005308,0.0
LOC115931080,0.0,0.0
LOC115931081,0.501582,0.0
LOC115931082,0.004012,0.0
LOC115931083,1.540523,0.472109
LOC115931086,0.0,0.0
LOC115931087,0.00531,0.0
LOC115931091,0.0,0.0
LOC115931092,0.0,0.0
LOC115931097,13.116793,3.728204
LOC115931101,0.0,0.0
LOC115931102,9.223085,11.754685
LOC115931107,0.0,0.0
LOC115931109,6.134614,5.245749
LOC115931110,9.726351,12.384774
LOC115931114,1.316913,0.75644
LOC115931117,0.0,0.0
LOC115931119,0.0,0.0
LOC115931120,0.592283,0.597527
LOC115931121,0.0,0.0
LOC115931122,0.0,0.0
LOC115931123,0.655742,0.496968
LOC115931124,0.0,0.0
LOC115931125,0.0,0.0
LOC115931126,0.0,0.0
LOC115931128,0.028173,0.0
LOC115931130,9.797096,13.284755
LOC115931131,0.0,0.0
LOC115931132,0.242867,0.609079
LOC115931133,0.150578,0.0
LOC115931134,1.15245,0.903578
LOC115931135,0.0,0.0
LOC115931136,0.0,0.105067
LOC115931137,0.0,0.0
LOC115931138,0.251783,0.0
LOC115931139,0.0,0.0
LOC115931142,0.304996,0.0
LOC115931143,0.104639,0.0
LOC115931144,0.0,0.0
LOC115931145,0.0,0.0
LOC115931146,0.0,0.0
LOC115931147,0.0,0.0
LOC115931148,0.0,0.0
LOC115931150,0.0,0.0
LOC115931151,0.0,0.0
LOC115931152,0.0,0.0
LOC115931154,0.031526,0.0
LOC115931155,0.0,0.0
LOC115931156,0.0,0.0
LOC115931158,0.0,0.0
LOC115931159,0.0,0.0
LOC115931160,0.0,0.0
LOC115931162,0.0,0.0
LOC115931163,0.0,0.165541
LOC115931164,0.0,0.0
LOC115931171,0.0,0.0
LOC115931172,0.0,0.0
LOC115931173,0.04601,0.289313
LOC115931174,0.0,0.0
LOC115931175,0.0,0.038846
LOC115931176,0.057607,0.0
LOC115931177,0.0,0.0
LOC115931178,0.030642,0.065875
LOC115931179,0.735411,0.0
LOC115931180,0.0,0.0
LOC115931182,0.251266,0.0
LOC115931183,0.0,0.622855
LOC115931184,0.0,0.0
LOC115931185,0.0,0.0
LOC115931186,0.0,0.0
LOC115931187,0.0,0.0
LOC115931188,0.0,0.0
LOC115931189,0.655742,0.0
LOC115931190,0.0,0.0
LOC115931191,0.0,0.0
LOC115931192,0.0,0.0
LOC115931193,0.0,0.0
LOC115931194,0.0,0.0
LOC115931195,0.0,0.0
LOC115931196,0.0,0.0
LOC115931198,0.366444,0.132879
LOC115931202,0.0,0.0
LOC115931203,0.0,0.0
LOC115931204,0.268542,0.0
LOC115931209,0.0,0.0
LOC115931212,0.044864,0.038002
LOC115931214,0.0,0.0
LOC115931215,2.375436,2.211418
LOC115931217,23.092909,17.992596
LOC115931218,0.0,0.0
LOC115931219,0.0,0.0
LOC115931220,13.805111,14.370252
LOC115931223,0.0,0.0
LOC115931224,0.0,0.0
LOC115931225,0.0,0.0
LOC115931231,0.0,0.0
LOC115931232,0.0,0.0
LOC115931240,9.302714,10.089284
LOC115931241,110.207222,166.350052
LOC115931242,0.044448,0.0
LOC115931243,0.0,0.0
LOC115931245,0.0,0.0
LOC115931247,396.137177,306.37915
LOC115931250,19.036373,17.176001
LOC115931253,0.0,0.0
LOC115931259,0.0,0.0
LOC115931260,11.340035,11.298429
LOC115931261,0.0,0.0
LOC115931263,4.415326,0.441688
LOC115931266,0.0,0.0
LOC115931267,0.0,0.0
LOC115931268,0.16478,0.0
LOC115931270,0.0,0.0
LOC115931273,0.0,0.0
LOC115931276,0.006479,0.038399
LOC115931279,0.0,0.0
LOC115931280,0.0,0.0
LOC115931282,0.0,0.0
LOC115931285,0.0,0.0
LOC115931286,91.087433,78.837921
LOC115931291,0.0,0.0
LOC115931292,0.0,0.0
LOC115931293,0.0,0.0
LOC115931294,0.0,0.0
LOC115931298,0.0,0.0
LOC115931299,19.623159,84.597855
LOC115931300,0.0,0.0
LOC115931305,19.410872,16.558804
LOC115931306,0.0,0.0
LOC115931309,0.0,0.0
LOC115931310,0.0,0.0
LOC115931311,0.0,0.0
LOC115931312,0.0,0.0
LOC115931313,0.0,0.74719
LOC115931314,0.0,0.0
LOC115931316,0.306013,0.0
LOC115931317,0.0,0.0
LOC115931318,0.0,0.0
LOC115931319,1.127056,0.0
LOC115931320,0.0,0.0
LOC115931321,0.0,0.0
LOC115931322,0.0,0.0
LOC115931324,0.0,0.0
LOC115931325,0.0,0.0
LOC115931326,0.0,0.0
LOC115931327,0.047248,0.119411
LOC115931328,0.0,0.0
LOC115931329,0.0,0.0
LOC115931330,0.0,0.0
LOC115931331,0.0,0.711551
LOC115931332,0.0,0.0
LOC115931333,26.277544,40.212543
LOC115931334,0.0,0.0
LOC115931336,2.025514,5.595494
LOC115931337,0.0,0.0
LOC115931339,1.065581,1.423136
LOC115931340,2.131161,1.920104
LOC115931341,1.145822,2.254191
LOC115931342,0.0,0.0
LOC115931343,0.165115,0.279525
LOC115931344,0.0,0.0
LOC115931346,0.0,0.0
LOC115931347,0.0,0.0
LOC115931348,0.0,0.0
LOC115931349,0.264819,0.364907
LOC115931350,0.0,0.0
LOC115931351,0.0,0.0
LOC115931352,0.0,0.0
LOC115931353,0.0,0.0
LOC115931354,0.0,0.0
LOC115931355,0.0,0.0
LOC115931356,0.0,0.0
LOC115931357,0.0,0.0
LOC115931358,1.008834,0.434413
LOC115931360,0.0,0.0
LOC115931364,0.0,0.072024
LOC115931365,4.677934,6.999552
LOC115931366,2.035999,1.75426
LOC115931367,0.0,0.0
LOC115931368,0.0,0.0
LOC115931369,0.0,0.0
LOC115931370,0.0,0.0
LOC115931372,0.0,0.0
LOC115931375,0.0,0.0
LOC115931376,0.0,0.0
LOC115931377,0.0,0.0
LOC115931378,0.0,0.0
LOC115931379,0.0,0.0
LOC115931380,0.0,0.0
LOC115931381,1.073972,0.238681
LOC115931382,0.34932,0.0
LOC115931383,0.0,0.0
LOC115931384,0.6053,0.0
LOC115931386,0.0,0.0
LOC115931387,0.0,0.0
LOC115931388,0.0,0.0
LOC115931389,0.0,0.0
LOC115931390,0.0,0.0
LOC115931391,0.0,0.0
LOC115931392,0.0,0.0
LOC115931393,0.0,0.0
LOC115931394,0.0,0.0
LOC115931395,0.0,0.0
LOC115931396,0.0,0.0
LOC115931397,0.0,0.0
LOC115931398,0.0,0.0
LOC115931399,0.0,0.0
LOC115931401,0.0,0.0
LOC115931402,0.0,0.0
LOC115931403,0.0,0.0
LOC115931407,0.0,0.0
LOC115931413,0.0,0.0
LOC115931415,0.0,0.0
LOC115931420,0.0,0.0
LOC115931421,1.004003,1.48287
LOC115931425,0.298393,0.202071
LOC115931432,1.747009,1.739087
LOC115931433,26.789358,36.207657
LOC115931435,0.0,0.0
LOC115931439,0.0453,0.019299
LOC115931441,0.0,0.0
LOC115931442,0.0,0.0
LOC115931446,0.0,0.0
LOC115931454,0.0,0.0
LOC115931455,0.312258,0.341531
LOC115931461,4.173549,0.753992
LOC115931465,0.0,0.0
LOC115931467,0.0,0.0
LOC115931469,0.07677,0.0
LOC115931470,0.0,0.0
LOC115931471,0.068827,0.0
LOC115931472,0.0,0.0
LOC115931473,0.0,0.0
LOC115931474,0.0,0.0
LOC115931475,0.0,0.0
LOC115931476,2.572526,6.491864
LOC115931477,2.243867,2.640143
LOC115931478,0.007561,0.008854
LOC115931480,0.0,0.0
LOC115931481,0.0,0.0
LOC115931482,0.284663,0.0
LOC115931484,0.0,0.520813
LOC115931485,0.0,0.0
LOC115931486,0.0,0.0
LOC115931487,0.0,0.0
LOC115931488,0.0,0.0
LOC115931489,0.0,0.0
LOC115931490,0.0,0.0
LOC115931491,0.0,0.0
LOC115931492,0.0,0.0
LOC115931493,0.0,0.411531
LOC115931495,0.0,0.0
LOC115931496,0.0,0.0
LOC115931500,0.0,0.0
LOC115931502,0.0,0.0
LOC115931503,0.0,0.0
LOC115931507,0.0,0.0
LOC115931509,2.230748,0.0
LOC115931512,0.0,0.0
LOC115931513,0.0,0.0
LOC115931515,0.0,0.0
LOC115931516,0.0,0.0
LOC115931517,0.0,0.0
LOC115931518,0.0,0.0
LOC115931519,0.0,0.0
LOC115931520,0.0,0.0
LOC115931521,0.0,0.0
LOC115931522,0.0,0.0
LOC115931523,0.0,0.0
LOC115931524,0.0,0.0
LOC115931525,0.0,0.0
LOC115931526,0.0,0.0
LOC115931527,0.0,0.0
LOC115931528,0.0,0.0
LOC115931529,0.0,0.0
LOC115931530,0.0,0.0
LOC115931531,0.0,0.0
LOC115931532,0.0,0.0
LOC115931533,0.0,0.0
LOC115931534,0.0,0.0
LOC115931536,0.0,0.0
LOC115931537,0.0,0.0
LOC115931538,0.0,0.0
LOC115931539,0.0,0.0
LOC115931542,0.264829,0.651619
LOC115931544,0.0,0.0
LOC115931545,0.0,0.0
LOC115931546,0.0,0.0
LOC115931547,15.552723,39.165676
LOC115931550,0.0,0.0
LOC115931555,0.230213,0.0
LOC115931556,0.0,0.0
LOC115931563,0.0,0.0
LOC115931566,0.0,0.0
LOC115931567,14.184516,22.472202
LOC115931568,0.817646,0.961318
LOC115931570,0.0,0.0
LOC115931573,6.568472,12.507315
LOC115931574,1.297366,3.099234
LOC115931576,4.330391,5.874202
LOC115931577,217.933701,423.921112
LOC115931578,0.0,0.0
LOC115931580,0.0,0.0
LOC115931581,2.953169,4.093539
LOC115931584,1.174175,0.473266
LOC115931586,0.067229,0.083058
LOC115931590,2.436775,1.989102
LOC115931592,3.736125,7.690761
LOC115931595,0.0,0.040357
LOC115931596,0.0,0.047845
LOC115931597,0.0,0.0
LOC115931598,0.0,0.0
LOC115931599,0.0,0.0
LOC115931601,0.0,0.0
LOC115931610,25.779503,37.76688
LOC115931611,0.159407,0.0
LOC115931624,0.0,0.04746
LOC115931626,0.823007,0.864824
LOC115931637,37.881355,21.75165
LOC115931638,0.0,0.0
LOC115931639,0.0,0.0
LOC115931641,8.240365,11.456104
LOC115931642,0.459834,0.0
LOC115931644,3.849738,2.277019
LOC115931648,0.0,0.0
LOC115931653,11.305116,5.618862
LOC115931654,10.622359,14.971278
LOC115931655,0.028121,0.0
LOC115931658,0.0,0.0
LOC115931662,0.323127,0.308584
LOC115931667,0.0,0.0
LOC115931668,0.0,0.0
LOC115931669,0.0,0.038486
LOC115931670,0.0,0.0
LOC115931671,0.008582,0.007403
LOC115931672,0.0,0.0
LOC115931673,0.0,0.0
LOC115931675,0.0,0.0
LOC115931676,0.0,0.0
LOC115931677,0.0,0.0
LOC115931679,0.535523,0.0
LOC115931681,2.02639,2.3099
LOC115931682,0.650811,1.019074
LOC115931683,0.0,0.690972
LOC115931684,0.992981,0.619596
LOC115931685,1.961264,5.87326
LOC115931686,0.0,0.17873
LOC115931687,0.0,0.0
LOC115931688,0.23059,0.0
LOC115931689,0.0,0.0
LOC115931690,0.0,0.0
LOC115931691,1.420774,0.0
LOC115931692,0.0,0.0
LOC115931696,5.168767,3.400264
LOC115931697,7.501313,8.043037
LOC115931699,0.0,0.0
LOC115931702,5.307841,4.697977
LOC115931704,0.128331,0.0
LOC115931710,0.0,0.0
LOC115931713,0.433039,0.155236
LOC115931714,0.964887,1.501853
LOC115931716,0.534253,0.0
LOC115931717,0.0,0.0
LOC115931720,18.59268,20.335966
LOC115931723,0.0,0.0
LOC115931727,2.212069,1.759519
LOC115931730,0.0,0.0
LOC115931731,0.245062,0.0
LOC115931733,0.0,0.0
LOC115931737,0.0,0.0
LOC115931739,0.0,0.0
LOC115931744,0.0,0.0
LOC115931745,0.0,0.0
LOC115931748,0.0,0.0
LOC115931749,0.0,0.0
LOC115931752,0.0,0.0
LOC115931753,0.890635,1.827386
LOC115931754,0.000635,0.0
LOC115931755,0.0,0.047202
LOC115931756,0.019303,0.145975
LOC115931757,0.229999,0.0
LOC115931758,2.275226,1.636025
LOC115931759,0.0,0.0
LOC115931760,1.895504,4.475537
LOC115931761,0.0,0.0
LOC115931762,0.0,0.0
LOC115931763,0.0,0.0
LOC115931764,0.0,0.0
LOC115931765,0.0,0.0
LOC115931766,0.0,0.0
LOC115931767,0.0,0.0
LOC115931770,5.182183,7.55492
LOC115931771,15.940993,44.758949
LOC115931772,0.0,0.0
LOC115931773,0.0,0.0
LOC115931774,2.742193,1.615489
LOC115931775,0.0,0.0
LOC115931776,0.005977,0.118239
LOC115931777,0.0,0.0
LOC115931778,0.0,1.373733
LOC115931779,0.795732,0.375645
LOC115931780,0.0,1.310685
LOC115931781,0.0,0.0
LOC115931782,63.355347,62.262859
LOC115931783,4.756315,6.445526
LOC115931784,0.0,0.0
LOC115931785,0.0,0.0
LOC115931786,0.0,0.0
LOC115931788,0.0,0.0
LOC115931790,0.0,0.0
LOC115931791,0.0,0.0
LOC115931792,0.0,0.722863
LOC115931793,0.047455,0.0
LOC115931794,0.0,0.0
LOC115931795,0.0,0.0
LOC115931799,0.0,0.0
LOC115931800,0.0,0.0
LOC115931801,0.0,0.025573
LOC115931805,0.0,0.0
LOC115931806,0.0,0.0
LOC115931807,0.0,0.228005
LOC115931808,0.0,0.0
LOC115931809,0.0,0.0
LOC115931810,0.0,0.0
LOC115931811,0.0,0.0
LOC115931812,0.0,0.0
LOC115931813,0.0,0.0
LOC115931814,0.0,0.0
LOC115931815,0.0,0.324614
LOC115931816,0.0,0.0
LOC115931817,0.0,0.667128
LOC115931819,0.0,0.0
LOC115931820,0.0,0.0
LOC115931821,0.0,0.106303
LOC115931822,0.0,0.0
LOC115931824,0.0,0.0
LOC115931825,0.0,0.0
LOC115931826,0.0,0.0
LOC115931835,11.299762,14.202646
LOC115931837,0.0,0.0
LOC115931839,0.0,0.0
LOC115931842,1.492861,0.967426
LOC115931843,0.094152,0.0
LOC115931844,1.356597,0.46715
LOC115931845,0.39662,0.261738
LOC115931857,1.893492,6.336071
LOC115931858,0.0,0.0
LOC115931859,0.297551,0.907541
LOC115931861,0.0,0.0
LOC115931863,0.0,0.0
LOC115931867,0.0,0.0
LOC115931868,0.0,0.0
LOC115931870,0.0,0.0
LOC115931872,0.0,0.0
LOC115931873,0.0,0.0
LOC115931874,0.0,0.0
LOC115931875,0.0,0.0
LOC115931876,0.0,0.0
LOC115931877,0.0,0.0
LOC115931878,0.0,0.0
LOC115931879,0.0,0.0
LOC115931881,0.0,0.0
LOC115931883,0.0,0.0
LOC115931885,0.131148,0.0
LOC115931886,0.270494,0.0
LOC115931887,0.0,0.0
LOC115931888,0.0,0.0
LOC115931889,0.0,0.239183
LOC115931890,0.0,0.0
LOC115931891,0.0,0.0
LOC115931892,0.0,0.0
LOC115931893,0.0,1.534378
LOC115931894,0.0,0.0
LOC115931895,19.476149,36.734264
LOC115931898,3.556566,3.925717
LOC115931899,0.0,0.0
LOC115931901,0.0,0.0
LOC115931903,2.090575,2.436291
LOC115931904,27.947706,32.870956
LOC115931907,0.0,0.0
LOC115931910,0.73014,0.183344
LOC115931911,3.013743,3.805003
LOC115931912,7.025167,7.45962
LOC115931913,0.0,0.0
LOC115931919,46.397499,50.426647
LOC115931921,0.462583,0.0
LOC115931923,0.985867,1.331898
LOC115931927,0.072029,0.0
LOC115931939,0.116095,0.0
LOC115931944,3.208269,1.87418
LOC115931945,0.334384,0.257405
LOC115931946,0.0,0.0
LOC115931947,0.071874,0.0
LOC115931951,5.37931,5.547736
LOC115931957,2.715119,3.488849
LOC115931959,0.0,0.0
LOC115931965,12.217414,16.295721
LOC115931970,0.012683,0.0
LOC115931971,1.148564,0.743176
LOC115931972,0.728565,0.685174
LOC115931973,0.547483,0.573794
LOC115931975,0.0,0.0
LOC115931977,0.0,0.0
LOC115931978,0.0,0.0
LOC115931980,0.0,0.008587
LOC115931982,0.310384,2.746879
LOC115931984,0.0,0.0
LOC115931985,0.030642,0.532013
LOC115931986,0.0,0.0
LOC115931987,0.0,0.0
LOC115931988,0.0,0.0
LOC115931989,0.0,0.0
LOC115931990,0.0,0.0
LOC115931992,0.0,0.650239
LOC115931993,0.289298,1.231568
LOC115931994,0.0,0.0
LOC115931995,0.0,0.0
LOC115931996,0.0,0.686372
LOC115931997,3.840774,5.042828
LOC115931998,0.0,0.0
LOC115932000,0.0,0.0
LOC115932001,0.142078,0.0
LOC115932003,0.270012,0.0
LOC115932004,0.922137,3.218998
LOC115932005,0.0,0.0
LOC115932006,0.0,0.0
LOC115932007,0.0,0.0
LOC115932008,0.0,0.0
LOC115932009,0.0,0.0
LOC115932010,0.0,0.0
LOC115932011,1.748645,2.215225
LOC115932012,3.368443,3.481155
LOC115932014,0.0,0.0
LOC115932015,0.00665,0.017458
LOC115932017,10.909162,11.171515
LOC115932018,3.510952,2.268359
LOC115932019,0.327871,0.564737
LOC115932020,0.0,0.0
LOC115932021,0.305588,0.657945
LOC115932022,0.0,0.0
LOC115932037,0.132336,0.085892
LOC115932038,0.0,0.0
LOC115932041,0.0,0.21406
LOC115932044,0.205992,0.066238
LOC115932047,8.293365,11.067542
LOC115932051,0.0,0.0
LOC115932052,0.0,0.0
LOC115932055,0.0,0.0
LOC115932058,0.277547,0.0
LOC115932059,0.0,0.0
LOC115932061,0.0,0.0
LOC115932065,0.0,0.0
LOC115932074,0.0,0.0
LOC115932076,0.0,0.0
LOC115932078,0.817302,1.486322
LOC115932079,0.0,0.0
LOC115932084,0.0,0.0
LOC115932091,0.898201,0.0
LOC115932094,0.0,0.0
LOC115932096,0.003138,0.0
LOC115932097,1.252638,1.808941
LOC115932098,0.0,0.0
LOC115932100,0.0,0.0
LOC115932102,0.0,0.0
LOC115932105,0.0,0.0
LOC115932106,0.0,0.0
LOC115932109,0.0,0.0
LOC115932110,0.50008,0.977892
LOC115932112,0.0,0.0
LOC115932113,0.000296,0.016935
LOC115932114,0.0,0.071863
LOC115932115,0.50866,0.065868
LOC115932117,0.0,0.0
LOC115932121,7.304084,7.48007
LOC115932122,0.0,0.0
LOC115932124,0.065216,0.0
LOC115932125,0.061284,0.066897
LOC115932126,0.0,0.0
LOC115932128,0.0,0.0
LOC115932129,0.0,0.0
LOC115932130,0.0,0.0
LOC115932131,0.0,0.0
LOC115932132,0.0,0.0
LOC115932134,0.0,0.0
LOC115932135,1.378897,0.0
LOC115932136,0.0,0.0
LOC115932138,0.0,0.768464
LOC115932140,0.0,0.0
LOC115932141,19.139366,12.567267
LOC115932143,0.0,0.0
LOC115932144,0.0,0.0
LOC115932145,0.0,0.0
LOC115932146,0.0,0.0
LOC115932148,0.0,0.0
LOC115932149,0.0,0.0
LOC115932150,0.0,0.0
LOC115932151,0.0,0.0
LOC115932152,0.0,0.0
LOC115932153,0.0,0.0
LOC115932154,0.0,0.0
LOC115932155,0.0,0.0
LOC115932156,0.0,0.0
LOC115932157,0.016483,0.001265
LOC115932158,27.166651,26.912241
LOC115932159,0.0,0.0
LOC115932160,0.0,0.0
LOC115932161,0.0,0.0
LOC115932162,0.0,0.0
LOC115932163,0.0,0.0
LOC115932164,0.0,0.0
LOC115932165,0.0,0.0
LOC115932166,0.0,0.0
LOC115932167,0.0,0.0
LOC115932168,0.0,0.0
LOC115932169,0.0,0.0
LOC115932170,0.0,0.0
LOC115932171,0.0,0.0
LOC115932172,0.0,0.0
LOC115932174,0.0,0.0
LOC115932175,0.0,0.0
LOC115932176,0.0,0.0
LOC115932177,0.0,0.0
LOC115932178,0.0,0.0
LOC115932179,0.0,0.0
LOC115932182,0.0,0.0
LOC115932184,0.0,0.0
LOC115932186,0.0,0.0
LOC115932188,0.0,0.0
LOC115932189,0.0,0.0
LOC115932190,0.0,0.578992
LOC115932191,0.245903,0.0
LOC115932192,0.0,0.0
LOC115932193,0.0,0.0
LOC115932195,0.0,0.077449
LOC115932196,0.0,0.0
LOC115932197,0.0,0.0
LOC115932198,0.0,0.0
LOC115932199,4.684772,1.824534
LOC115932200,0.048436,0.0
LOC115932202,0.0,0.0
LOC115932205,0.013843,0.0
LOC115932207,0.0,0.0
LOC115932208,0.0,0.0
LOC115932209,0.0,0.0
LOC115932210,0.0,0.0
LOC115932211,0.0,0.0
LOC115932212,0.343192,0.608015
LOC115932213,0.0,0.243271
LOC115932214,0.0,0.243271
LOC115932215,0.0,0.0
LOC115932216,0.0,0.0
LOC115932219,0.0,0.0
LOC115932222,0.0,0.0
LOC115932223,0.0,0.0
LOC115932224,0.0,0.0
LOC115932226,0.0,0.0
LOC115932227,0.0,0.0
LOC115932228,0.0,0.0
LOC115932229,0.0,0.185782
LOC115932232,0.816584,0.485887
LOC115932233,0.0,0.0
LOC115932235,1.518066,0.264549
LOC115932236,0.0,0.0
LOC115932237,0.0,0.0
LOC115932238,0.0,0.0
LOC115932239,0.0,0.0
LOC115932240,0.0,0.0
LOC115932241,0.0,0.280203
LOC115932242,0.0,0.0
LOC115932244,0.0,0.0
LOC115932246,0.0,0.0
LOC115932249,0.0,0.0
LOC115932250,0.0,0.0
LOC115932251,0.0,0.0
LOC115932252,0.0,0.0
LOC115932255,0.0,0.0
LOC115932256,0.0,0.0
LOC115932259,0.046186,0.0
LOC115932260,0.0,0.0
LOC115932265,1.719715,2.4937
LOC115932266,2.136759,2.609359
LOC115932267,0.0,0.0
LOC115932268,0.0,0.0
LOC115932270,0.000507,1e-06
LOC115932271,0.0,0.0
LOC115932273,5.890749,3.915506
LOC115932274,0.0,0.0
LOC115932275,0.0,0.0
LOC115932276,0.204247,0.0
LOC115932277,0.0,0.0
LOC115932278,0.0,0.0
LOC115932279,0.0,0.0
LOC115932281,0.0,0.068592
LOC115932282,0.0,0.0
LOC115932283,0.0,0.0
LOC115932285,0.0,0.0
LOC115932288,0.0,0.0
LOC115932289,0.0,0.0
LOC115932291,0.0,0.0
LOC115932292,0.0,0.0
LOC115932293,0.0,0.0
LOC115932294,0.0,0.0
LOC115932296,0.993967,2.054452
LOC115932297,9.332328,7.272705
LOC115932298,0.0,0.0
LOC115932299,0.0,0.0
LOC115932301,0.0,0.0
LOC115932302,0.0,0.0
LOC115932304,0.0,0.0
LOC115932305,16.069935,15.841959
LOC115932306,0.0,0.0
LOC115932307,0.516645,0.0
LOC115932309,0.333076,0.0
LOC115932310,21.986641,22.472528
LOC115932311,0.0,0.0
LOC115932312,1.429813,2.68356
LOC115932313,1.862107,0.041386
LOC115932317,7.262342,9.656995
LOC115932318,3.530332,4.980213
LOC115932319,3.530332,4.980188
LOC115932320,0.089827,0.0
LOC115932321,11.288474,12.529622
LOC115932322,0.0,0.0
LOC115932323,0.0,0.0
LOC115932324,13.190866,10.450081
LOC115932325,8.281084,12.172493
LOC115932326,4.382122,3.475302
LOC115932327,0.0,0.0
LOC115932329,0.0,0.0
LOC115932330,0.0,0.346231
LOC115932331,0.0,0.0
LOC115932332,6.260774,1.14023
LOC115932333,1.284161,2.585238
LOC115932335,1.900821,1.898659
LOC115932336,0.0,0.0
LOC115932337,0.117365,0.071531
LOC115932338,0.0,0.0
LOC115932339,0.844268,0.0
LOC115932340,0.039768,0.065768
LOC115932341,0.030905,0.096144
LOC115932342,0.0,0.0
LOC115932344,0.0,0.0
LOC115932346,0.375425,0.0
LOC115932347,0.0,1.218158
LOC115932348,0.0,0.0
LOC115932349,2.260323,5.852725
LOC115932350,0.0,0.0
LOC115932352,0.0,0.600188
LOC115932353,0.0,0.0
LOC115932354,0.0,0.0
LOC115932355,2.160845,2.55128
LOC115932356,0.054672,0.0
LOC115932357,0.066879,0.046982
LOC115932358,0.0,0.0
LOC115932359,0.0,0.0
LOC115932360,0.132165,0.637408
LOC115932361,0.0,0.0
LOC115932362,0.0,0.0
LOC115932363,1.806934,0.990589
LOC115932365,1.06191,1.213763
LOC115932366,0.359473,1.300935
LOC115932367,7.457324,19.053078
LOC115932368,0.0,0.0
LOC115932370,0.0,0.0
LOC115932372,0.0,0.0
LOC115932373,0.210938,0.0
LOC115932375,0.0,0.0
LOC115932376,0.0,0.0
LOC115932378,0.0,0.0
LOC115932379,1.995736,1.492869
LOC115932380,3.308975,3.586512
LOC115932381,1.31673,0.371078
LOC115932382,0.598037,0.0
LOC115932384,0.0,0.0
LOC115932385,23.903505,25.889153
LOC115932386,0.0,0.0
LOC115932388,0.0,0.0
LOC115932390,0.0,0.0
LOC115932391,2.587995,2.758926
LOC115932392,1.737716,4.126342
LOC115932394,0.0,0.0
LOC115932395,8.236883,9.512966
LOC115932399,4.401911,8.060636
LOC115932400,0.0,0.0
LOC115932401,0.0,0.0
LOC115932402,0.0,0.0
LOC115932403,0.0,0.0
LOC115932404,2.982365,2.206817
LOC115932405,0.0,0.0
LOC115932406,0.219384,0.201533
LOC115932407,0.0,0.0
LOC115932408,0.0,0.0
LOC115932410,0.389567,0.506441
LOC115932411,0.0,0.0
LOC115932412,0.095963,0.050689
LOC115932413,0.838593,1.78978
LOC115932415,0.0,0.0
LOC115932417,0.081973,0.0
LOC115932418,0.0,0.0
LOC115932419,0.0,0.0
LOC115932420,0.0,0.0
LOC115932421,0.0,0.0
LOC115932422,0.0,0.0
LOC115932424,0.0,0.0
LOC115932425,0.0,0.0
LOC115932426,0.599764,1.428095
LOC115932427,0.0,0.0
LOC115932429,0.0,0.0
LOC115932430,0.0,0.886202
LOC115932431,0.0,0.0
LOC115932432,0.0,0.0
LOC115932435,0.0,0.0
LOC115932436,0.0,0.0
LOC115932437,0.0,0.0
LOC115932439,0.0,0.0
LOC115932440,0.0,0.0
LOC115932441,0.0,0.0
LOC115932443,0.0,0.0
LOC115932444,0.380345,0.760019
LOC115932445,0.0,0.0
LOC115932446,0.0,0.0
LOC115932447,0.0,0.0
LOC115932449,0.0,0.010167
LOC115932450,0.0,0.0
LOC115932451,0.0,0.0
LOC115932452,0.0,0.0
LOC115932453,0.0,0.0
LOC115932454,0.0,0.0
LOC115932455,0.0,0.0
LOC115932456,0.0,0.0
