GeneID,SRR7885667,SRR7885671
LOC101127117,1.556356,0.296806
LOC101127139,3.01326,2.336064
LOC101127144,0.0,0.0
LOC101127159,0.0,0.0
LOC101127166,0.855583,0.571698
LOC101127179,0.0,0.0
LOC101127181,15.274899,19.047766
LOC101127189,0.0,0.0
LOC101127195,0.0,0.0
LOC101127204,0.0,0.0
LOC101127226,2.611958,1.554818
LOC101127236,0.108729,0.067805
LOC101127249,0.0,0.0
LOC101127274,0.0,0.0
LOC101127285,3.390678,3.841048
LOC101127302,0.0,0.237263
LOC101127304,0.0,0.0
LOC101127305,0.0,0.0
LOC101127306,0.0,0.0
LOC101127312,2.29703,1.409123
LOC101127319,0.071259,0.027275
LOC101127338,0.0,0.0
LOC101127340,4.580991,3.030049
LOC101127367,624.819336,294.341248
LOC101127370,5.503852,6.090075
LOC101127374,14.256186,18.43959
LOC101127388,0.0,0.0
LOC101127397,23.757729,26.252577
LOC101127406,0.0,0.0
LOC101127437,7.009356,5.705681
LOC101127471,0.0,0.0
LOC101127473,0.0,0.0
LOC101127474,103.679062,103.107796
LOC101127500,225.358154,118.327255
LOC101127511,0.0,0.0
LOC101127516,3.778222,2.276306
LOC101127518,0.101275,0.0
LOC101127524,0.0,0.0
LOC101127525,25.85981,80.705223
LOC101127550,0.0,0.0
LOC101127555,4.525599,4.465319
LOC101127568,0.0,0.0
LOC101127580,0.356168,0.0
LOC101127583,5.765149,2.334488
LOC101127591,26.150293,23.111391
LOC101127609,0.441138,0.210978
LOC101127617,0.0,0.0
LOC101127628,0.074266,0.153502
LOC101127631,24.976765,28.155468
LOC101127632,0.045693,0.069108
LOC101127634,85.745438,113.652901
LOC101127646,1.181821,0.928043
LOC101127655,0.062948,0.0
LOC101127657,0.0,0.0
LOC101127689,0.923789,0.677684
LOC101127694,0.0,0.0
LOC101127712,0.090203,0.00589
LOC101127721,0.0,0.0
LOC101127726,0.412978,0.0
LOC101127739,0.0,0.0
LOC101127754,0.0,0.0
LOC101127756,227.788605,273.552582
LOC101127762,0.0,0.0
LOC101127763,0.0,0.0
LOC101127766,0.0,0.0
LOC101127774,8.854786,6.261594
LOC101127783,0.0,0.0
LOC101127788,0.0,0.0
LOC101127792,18.26693,5.332919
LOC101127800,0.0,0.0
LOC101127811,0.21155,0.086777
LOC101127813,0.316736,0.0
LOC101127815,0.0,0.124179
LOC101127816,0.218287,0.145126
LOC101127830,0.0,0.0
LOC101127832,0.0,0.0
LOC101127835,0.0,0.0
LOC101127844,2.92058,2.448674
LOC101127866,3.208176,3.976103
LOC101127867,0.627304,0.793513
LOC101127903,11.712549,15.701861
LOC101127907,2.189379,1.698738
LOC101127908,0.0,0.0
LOC101127912,0.282292,0.118348
LOC101127913,0.0,0.0
LOC101127916,0.056206,0.034422
LOC101127942,0.0,0.0
LOC101127946,4.120072,3.162525
LOC101127950,3.500582,4.566874
LOC101127980,0.0,0.0
LOC101127982,1.797119,0.905797
LOC101128005,0.0,0.0
LOC101128024,0.0,0.0
LOC101128035,4.183622,4.64181
LOC101128088,1.077691,1.173245
LOC101128089,2.487514,0.112484
LOC101128092,22.131733,25.484381
LOC101128093,109.85994,108.034645
LOC101128102,25.021559,25.660206
LOC101128104,0.092897,0.0
LOC101128105,0.023662,0.0
LOC101128106,18.839437,18.853182
LOC101128125,0.25837,0.896545
LOC101128133,0.0,0.0
LOC101128178,0.0,0.0
LOC101128182,0.0,0.0
LOC101128211,0.118632,0.059957
LOC101128212,0.0,0.0
LOC101128214,0.0,0.0
LOC101128221,9.809205,16.619791
LOC101128230,0.0,0.0
LOC101128237,0.0,0.0
LOC101128244,0.591003,2.827999
LOC101128252,0.0,0.0
LOC101128260,3.734073,1.476421
LOC101128279,0.0,0.0
LOC101128282,0.0,0.0
LOC101128286,0.0,0.0
LOC101128310,0.0,0.0
LOC101128351,6.19955,15.174148
LOC101128393,1.038838,0.803905
LOC101128425,0.0,0.0
LOC101128434,0.732755,0.0
LOC101128440,0.0,0.0
LOC101128458,27.776903,34.144199
LOC101128461,0.020834,0.081257
LOC101128467,18.369179,5.136292
LOC101128472,2.038698,0.73115
LOC101128475,14.263388,19.139297
LOC101128483,0.277237,0.0
LOC101128484,0.0,0.0
LOC101128488,21.813665,25.985847
LOC101128496,0.0,0.0
LOC101128499,0.0,0.0
LOC101128506,0.110632,0.0
LOC101128508,0.0,0.0
LOC101128517,1.091267,0.23504
LOC101128528,0.299844,0.0
LOC101128554,0.0,0.0
LOC101128560,0.0,0.0
LOC101128566,0.0,0.0
LOC101128582,0.549559,0.0
LOC101128585,230.520065,325.930023
LOC101128599,0.0,0.0
LOC101128604,0.285107,0.693176
LOC101128625,0.170026,0.20877
LOC101128637,24.439196,24.510485
LOC101128639,0.0,0.0
LOC101128643,0.0,0.0
LOC101128689,0.0,0.0
LOC101128712,4.842722,8.507083
LOC101128717,0.0,0.0
LOC101128722,0.039414,0.0
LOC101128723,0.100682,0.079357
LOC101128742,1.271088,0.69854
LOC101128781,7.476486,4.849507
LOC101128786,0.569045,0.0
LOC101128796,1.182118,1.361302
LOC101128800,17.340923,17.345009
LOC101128803,2.231682,1.002409
LOC101128806,0.148472,0.055557
LOC101128812,0.0,0.0
LOC101128828,0.0,0.0
LOC101128836,1.6956,3.428836
LOC101128843,2.670342,2.156041
LOC101128844,11.919292,10.948461
LOC101128853,3.644713,2.362591
LOC101128854,0.0,0.0
LOC101128857,0.0,0.0
LOC101128863,0.552383,0.787657
LOC101128867,0.059989,0.0
LOC101128873,37.168388,44.918831
LOC101128883,0.0,0.0
LOC101128917,130.269562,117.633354
LOC101128919,9.665688,0.0
LOC101128945,0.0,0.0
LOC101128980,84.94445,7.922059
LOC101128982,0.0,0.0
LOC101128987,0.644238,0.613481
LOC101129001,0.0,0.0
LOC101129018,10.70027,11.838586
LOC101129052,1.929052,1.479233
LOC101129069,0.0,0.0
LOC101129074,0.109963,0.099112
LOC101129100,9.560178,9.781079
LOC101129101,0.0,0.0
LOC101129103,0.0,0.0
LOC101129109,0.0,0.0
LOC101129135,0.0,0.0
LOC101129139,0.0,0.0
LOC101129148,0.0,0.0
LOC101129165,2.473375,3.261571
LOC101129167,0.274758,0.235226
LOC101129170,0.0,12.996738
LOC101129171,18.667196,31.916922
LOC101129187,0.0,0.0
LOC101129206,6.61395,3.680331
LOC101129209,0.0,0.0
LOC101129219,21.886175,16.682173
LOC101129227,0.0,0.0
LOC101129231,0.08934,0.0
LOC101129256,11.59486,12.881991
LOC101129304,0.0,0.0
LOC101129317,10.540336,12.767278
LOC101129326,0.0,0.0
LOC101129329,11.660627,12.5762
LOC101129330,0.047738,0.0
LOC101129337,0.0,0.0
LOC101129351,0.0,0.0
LOC101129370,3.128471,4.347718
LOC101129393,2.241041,3.507998
LOC101129396,0.0,0.0
LOC101129401,0.022691,0.0
LOC101129411,0.277069,0.265655
LOC101129414,1.320153,0.572339
LOC101129437,0.0,0.0
LOC101129444,11.191412,14.553167
LOC101129445,5.886971,9.316286
LOC101129469,0.70376,0.487201
LOC101129492,0.044851,0.177978
LOC101129516,0.0,0.0
LOC101129521,67.399879,46.507465
LOC101129531,0.690628,0.0
LOC101129533,0.0,0.0
LOC101129546,0.0,0.0
LOC101129556,0.0,0.0
LOC101129557,0.0,0.0
LOC101129558,0.082991,0.0
LOC101129567,1.000541,0.305314
LOC101129569,0.008636,0.0
LOC101129578,33.950623,38.382206
LOC101129613,0.0,0.0
LOC101129624,1.412013,0.633477
LOC101129642,0.246695,0.080953
LOC101129658,0.252938,0.081351
LOC101129659,0.0,0.0
LOC101129663,0.0,0.0
LOC101129673,0.0,0.0
LOC101129681,0.065718,0.0
LOC101129687,0.017196,0.0
LOC101129709,29.28812,37.615547
LOC101129712,20.464729,8.752427
LOC101129722,0.0,0.0
LOC101129723,13.180267,15.030681
LOC101129727,27.424877,28.995878
LOC101129736,0.019585,0.0
LOC101129742,0.0,0.0
LOC101129761,1.042655,0.818513
LOC101129773,0.590718,0.550005
LOC101129785,0.0,0.278353
LOC101129788,0.039763,0.0
LOC101129789,8.21722,9.319631
LOC101129793,0.0,0.0
LOC101129796,0.211717,0.066912
LOC101129811,0.848384,0.840581
LOC101129830,0.005713,0.006846
LOC101129832,0.388736,0.211765
LOC101129836,0.0,0.154414
LOC101129839,4.655478,4.067288
LOC101129864,0.0,0.0
LOC101129892,98.087715,84.627251
LOC101129900,0.0,0.146466
LOC101129903,16.84351,6.610328
LOC101129907,0.0,0.0
LOC101129912,0.0,0.0
LOC101129940,49.528851,50.545658
LOC101129946,1.211139,1.893977
LOC101129959,9.870957,12.621566
LOC101129968,2.960512,5.1102
LOC101129974,3.30813,5.59224
LOC101129988,0.005084,0.0
LOC101129994,0.0,0.0
LOC101129996,9.641311,6.811351
LOC101129998,6.140856,9.641837
LOC101129999,0.0,0.0
LOC101130013,0.0,0.0
LOC101130015,0.0,0.0
LOC101130023,6.313827,8.731947
LOC101130026,0.737258,0.26258
LOC101130048,0.096361,0.0
LOC101130064,0.0,0.0
LOC101130079,2.750968,3.565791
LOC101130137,9.238393,12.751987
LOC101130144,2.106233,1.442813
LOC101130150,0.765598,0.842348
LOC101130171,0.0,0.0
LOC101130182,0.0,0.0
LOC101130209,0.0,0.0
LOC101130214,269.750244,255.445572
LOC101130226,0.081719,0.021422
LOC101130238,0.0,0.061685
LOC101130248,0.156495,0.217721
LOC101130261,0.0,0.0
LOC101130269,0.0,0.0
LOC101130271,0.257587,0.028723
LOC101130273,0.0,0.0
LOC101130286,1.342362,0.474436
LOC101130354,0.327803,0.0
LOC101130382,0.0,0.0
LOC101130387,0.068676,0.206307
LOC101130393,64.774872,42.116741
LOC101130394,0.0,0.0
LOC101130407,0.195989,0.07302
LOC101130441,0.0,0.0
LOC101130456,0.052014,0.0
LOC101130465,0.0,0.0
LOC101130479,0.0,0.0
LOC101130507,12.995575,12.603973
LOC101130521,5.21918,7.343586
LOC101130526,6.104441,6.11668
LOC101130537,0.002992,0.0
LOC101130542,78.317734,132.183441
LOC101130550,57.934006,54.853973
LOC101130553,0.789168,0.519977
LOC101130554,41.705139,83.596962
LOC101130581,1.566187,2.432322
LOC101130599,1.803224,1.430486
LOC101130608,1.456483,1.251345
LOC101130614,0.0,0.023149
LOC101130619,4.416013,3.230053
LOC101130624,0.100138,0.368877
LOC101130652,2.112842,1.848574
LOC101130654,2.198606,1.090806
LOC101130662,0.0,0.0
LOC101130677,13.982858,15.34932
LOC101130685,0.0,0.0
LOC101130686,5.540392,4.788547
LOC101130701,0.0,0.0
LOC101130706,50.652588,128.795715
LOC101130727,0.953991,0.740374
LOC101130728,14.59083,5.404742
LOC101130753,0.125825,0.113364
LOC101130783,0.459008,0.617705
LOC101130785,0.261827,0.119168
LOC101130789,0.252639,0.23671
LOC101130799,0.338646,0.0
LOC101130806,0.587172,0.090358
LOC101130836,0.648443,0.140963
LOC101130854,7.463621,2.137793
LOC101130857,163.570297,272.610596
LOC101130871,0.0,0.0
LOC101130877,1.486016,4.259045
LOC101130879,0.0,0.0
LOC101130893,12.912498,12.803956
LOC101130894,12.414564,18.620686
LOC101130897,4.122713,1.24682
LOC101130910,0.322206,0.0
LOC101130948,0.0,0.0
LOC101130963,4.723038,0.919923
LOC101130972,0.0,0.061531
LOC101130977,8.105015,6.775296
LOC101130984,0.0,0.0
LOC101130989,0.0,0.0
LOC101130998,0.177808,0.088807
LOC101131021,0.0,0.0
LOC101131035,0.0,0.0
LOC101131055,0.0,0.0
LOC101131083,1.374559,1.195447
LOC101131099,0.0,0.0
LOC101131116,2.618436,3.684469
LOC101131139,10.982313,11.472857
LOC101131142,1112.018188,750.878784
LOC101131149,0.30301,0.0
LOC101131162,0.016914,0.0
LOC101131169,1.147464,0.388662
LOC101131206,3.745945,1.194052
LOC101131210,0.0,0.0
LOC101131227,0.067332,0.14922
LOC101131235,0.341679,0.0
LOC101131259,1091.477417,2868.998779
LOC101131274,42.413143,42.552826
LOC101131283,125.138115,124.133759
LOC101131289,3.700865,4.073021
LOC101131311,0.0,0.10448
LOC101131333,0.0,0.0
LOC101131354,3.448261,1.641604
LOC101131360,0.0,0.0
LOC101131372,0.0,0.0
LOC101131374,1.291796,1.026528
LOC101131388,0.0,0.0
LOC101131397,0.561528,0.295301
LOC101131398,0.0,0.0
LOC101131400,0.0,0.0
LOC101131416,5.516817,0.184494
LOC101131421,0.0,0.0
LOC101131444,0.047598,0.0
LOC101131455,218.721878,122.6073
LOC101131460,54.950218,69.90155
LOC101131464,0.0,0.0
LOC101131474,22.622852,19.79977
LOC101131481,0.0,0.0
LOC101131505,0.145211,0.0
LOC101131514,55.610367,54.421944
LOC101131530,0.0,0.0
LOC101131561,25.459471,21.963278
LOC101131584,0.0,0.0
LOC101131585,9.666896,11.025502
LOC101131586,74.266136,92.181084
LOC101131594,0.0,0.0
LOC101131602,0.0,0.0
LOC101131629,0.567297,0.436623
LOC101131637,0.427763,0.303667
LOC101131658,0.0,0.0
LOC101131674,532.509583,575.189941
LOC101131692,0.0,0.0
LOC101131700,0.0,0.0
LOC101131706,0.063088,0.066551
LOC101131725,13.270214,10.719567
LOC101131736,115.833275,24.606401
LOC101131748,0.0,0.0
LOC101131767,91.052109,159.964401
LOC101131768,4.255507,5.549978
LOC101131825,1.885796,0.318848
LOC101131829,22.691442,26.355637
LOC101131835,0.0,0.0
LOC101131837,4.846566,5.696698
LOC101131842,0.0,0.0
LOC101131844,54.112457,51.198177
LOC101131861,0.488218,0.356797
LOC101131879,0.017176,0.0
LOC101131881,0.0,0.0
LOC101131889,0.0,0.0
LOC101131903,0.0,0.0
LOC101131916,0.083993,0.0
LOC101131917,0.201632,0.0
LOC101131923,2.308985,2.367822
LOC101131932,0.336232,0.0
LOC101131940,0.0,0.0
LOC101131975,0.021938,0.504187
LOC101131991,0.002894,0.005792
LOC101132018,1.210909,0.637653
LOC101132030,0.0,0.0
LOC101132032,0.0,0.0
LOC101132036,0.258964,0.0
LOC101132076,0.0,0.0
LOC101132099,1.359264,1.400333
LOC101132106,0.0,0.0
LOC101132158,274.282288,202.751526
LOC101132182,2.845391,4.295835
LOC101132193,0.260863,0.0
LOC101132195,7.480808,11.882869
LOC101132210,7.673057,10.44386
LOC101132213,0.023611,0.008828
LOC101132215,20.718832,0.0
LOC101132221,0.0,0.0
LOC101132253,0.0,0.0
LOC101132256,2.816805,2.169651
LOC101132260,1.012225,1.832124
LOC101132282,0.238855,0.0
LOC101132303,0.0,0.0
LOC101132319,0.504044,1.659431
LOC101132325,0.346454,0.140222
LOC101132327,0.138337,0.236652
LOC101132344,0.546956,0.465044
LOC101132345,304.525238,248.933884
LOC101132384,6.967008,10.323994
LOC101132386,0.0,0.0
LOC101132402,0.231786,0.383655
LOC101132434,4.458831,2.199075
LOC101132436,0.0,0.0
LOC101132445,0.122687,0.0
LOC101132452,0.0,0.0
LOC101132463,0.0,0.0
LOC101132464,10.333714,11.265309
LOC101132482,0.0,0.0
LOC101132490,0.0,0.0
LOC101132492,2.82737,6.629189
LOC101132497,25.505138,20.625484
LOC101132561,0.0,0.0
LOC101132577,3.635005,3.73637
LOC101132580,49.491791,39.91346
LOC101132591,0.10892,0.0
LOC101132593,0.124882,0.0
LOC101132614,0.18881,0.139826
LOC101132615,0.0,0.92861
LOC101132628,0.0,0.0
LOC101132663,0.98641,0.504994
LOC101132676,0.0,0.0
LOC101132703,0.048079,0.0
LOC101132707,0.69951,0.064542
LOC101132721,0.351094,0.414284
LOC101132751,29.687931,26.896988
LOC101132759,0.0,0.0
LOC101132780,0.551754,0.239261
LOC101132797,0.067371,0.0
LOC101132803,0.055802,0.027865
LOC101132815,0.048766,0.090314
LOC101132823,0.0,0.0
LOC101132830,5.040759,7.132394
LOC101132832,12.310618,6.199472
LOC101132842,9.55369,9.559576
LOC101132843,0.0,0.0
LOC101132862,0.976097,0.850954
LOC101132865,9.029675,0.561447
LOC101132879,45.86937,33.986401
LOC101132889,0.0,0.0
LOC101132891,0.0,0.0
LOC101132909,0.0,0.234281
LOC101132923,0.0,0.0
LOC101132959,31.674324,29.659609
LOC101132973,0.0,0.0
LOC101132977,0.073897,0.0
LOC101132985,0.0,0.0
LOC101133011,0.255985,0.025447
LOC101133052,0.0,0.0
LOC101133056,16.907961,13.734913
LOC101133064,0.0,0.0
LOC101133075,0.101331,0.0
LOC101133082,0.056291,0.038978
LOC101133083,13.419872,17.699574
LOC101133108,0.0,0.0
LOC101133110,0.0,0.0
LOC101133154,0.358802,0.181283
LOC101133169,0.603007,0.677368
LOC101133170,0.004391,0.0
LOC101133188,0.0,0.0
LOC101133208,2.322128,2.613221
LOC101133213,1.978399,1.300131
LOC101133218,335.466064,271.361542
LOC101133227,0.918742,0.259251
LOC101133243,24.532366,17.579943
LOC101133249,1.593746,1.246034
LOC101133263,0.959527,0.797763
LOC101133271,0.0,0.0
LOC101133285,53.582111,67.807892
LOC101133291,0.0,0.0
LOC101133298,0.065259,0.06661
LOC101133314,0.0,0.0
LOC101133335,0.457421,0.0
LOC101133347,3.613213,3.205087
LOC101133359,0.0,0.0
LOC101133375,0.05849,0.0
LOC101133388,0.0,0.0
LOC101133389,0.365474,0.403351
LOC101133398,0.957164,0.758032
LOC101133404,0.344209,0.343194
LOC101133420,0.0,0.0
LOC101133427,4.096774,1.579012
LOC101133440,3.846387,1.018627
LOC101133443,62.021324,88.957062
LOC101133456,0.315391,0.154321
LOC101133475,0.0,0.0
LOC101133486,0.0,0.0
LOC101133506,0.0,0.0
LOC101133546,5.531188,8.687296
LOC101133547,14.033621,61.666454
LOC101133555,0.0,0.3199
LOC101133556,0.0,0.0
LOC101133565,0.0,0.0
LOC101133567,9.989205,10.065825
LOC101133612,0.0,0.0
LOC101133655,0.338384,0.0
LOC101133656,0.0,0.0
LOC101133657,2.612759,2.41249
LOC101133676,0.0,0.0
LOC101133679,0.0,0.0
LOC101133681,0.215215,0.079882
LOC101133686,4.321827,2.800445
LOC101133699,0.053145,0.082449
LOC101133708,0.0,0.0
LOC101133713,0.030352,0.0
LOC101133718,0.014456,0.0
LOC101133744,0.0,0.0
LOC101133752,0.0,0.0
LOC101133756,5.856454,6.650425
LOC101133757,1.109411,0.646322
LOC101133796,138.987579,120.178268
LOC101133825,1.844695,1.849695
LOC101133830,0.136165,0.0
LOC101133845,0.0,0.0
LOC101133851,0.0,0.0
LOC101133864,6.862969,5.042644
LOC101133880,0.0,0.0
LOC101133898,2.498627,1.960023
LOC101133899,0.0,0.0
LOC101133912,0.571549,6.120036
LOC101133914,0.0,0.068844
LOC101133926,0.0,0.0
LOC101133931,0.0,0.0
LOC101133958,0.112299,0.100245
LOC101133975,29.17704,31.132944
LOC101133989,12.243203,5.388261
LOC101133993,6.735491,7.814318
LOC101133995,0.0,0.0
LOC101134010,33.908539,31.580559
LOC101134015,0.0,0.0
LOC101134027,19.439352,21.769947
LOC101134038,154.383713,137.47377
LOC101134051,0.0,0.0
LOC101134092,0.350328,0.0
LOC101134109,6.12214,5.448391
LOC101134111,39.647728,28.520718
LOC101134115,99.716431,111.848564
LOC101134144,15.223849,20.139803
LOC101134145,6.509375,6.755933
LOC101134166,0.389848,0.242811
LOC101134179,0.0,0.0
LOC101134188,0.0,0.0
LOC101134192,0.0,0.110511
LOC101134211,10.509988,14.00297
LOC101134218,0.0,0.0
LOC101134240,4.674894,0.763132
LOC101134243,2.99701,0.939282
LOC101134272,12.905636,9.812513
LOC101134308,18.362785,18.806408
LOC101134318,0.329508,0.493037
LOC101134319,0.0,0.0
LOC101134365,0.328838,0.319144
LOC101134392,0.350411,0.423615
LOC101134412,29.23218,31.26199
LOC101134418,0.0,0.0
LOC101134437,0.100045,0.006838
LOC101134443,0.413079,0.357693
LOC101134447,0.062289,0.0
LOC101134474,2.995439,1.148272
LOC101134497,0.0,0.0
LOC101134521,0.0,0.0
LOC101134527,0.0,0.0
LOC101134534,0.402928,6.208797
LOC101134544,2.896924,2.63171
LOC101134549,0.0,0.0
LOC101134557,10.08158,11.356196
LOC101134578,25.986332,22.743675
LOC101134586,0.0,0.0
LOC101134587,0.0,0.0
LOC101134595,1.080169,1.069702
LOC101134596,59.250481,66.688385
LOC101134598,0.0,0.0
LOC101134607,90.799683,94.733429
LOC101134637,0.616311,1.029958
LOC101134642,43.787029,50.660805
LOC101134651,0.171121,0.0
LOC101134652,0.0,0.0
LOC101134680,0.0,0.0
LOC101134687,34.94249,27.095242
LOC101134688,0.0,0.0
LOC101134712,3.219838,1.543822
LOC101134747,4.42727,1.566425
LOC101134750,0.0,0.0
LOC101134753,0.0,0.0
LOC101134764,0.0,0.0
LOC101134766,0.0,0.0
LOC101134771,0.016264,0.0
LOC101134783,136.116898,139.176056
LOC101134802,21.82309,3.674312
LOC101134814,0.16715,0.314934
LOC101134815,0.0,0.0
LOC101134822,0.0,0.0
LOC101134895,0.048034,0.0
LOC101134912,6.423851,10.343803
LOC101134917,0.0,0.0
LOC101134919,0.0,0.0
LOC101134946,0.0,0.0
LOC101134976,0.0,0.0
LOC101134978,26.171303,27.261461
LOC101134980,0.0,0.0
LOC101134984,0.921353,0.078055
LOC101135000,0.324161,0.602148
LOC101135007,0.0,0.0
LOC101135047,26.689798,33.38002
LOC101135064,0.191813,0.192598
LOC101135069,0.0,0.0
LOC101135071,0.0,0.0
LOC101135088,0.094536,0.029875
LOC101135098,0.0,0.0
LOC101135100,8.49948,6.875006
LOC101135126,29.170664,36.752392
LOC101135135,2.311921,1.876141
LOC101135138,0.118073,0.633206
LOC101135147,0.086581,0.037161
LOC101135152,28.549364,38.805481
LOC101135156,0.0,0.079031
LOC101135164,0.595935,0.271956
LOC101135168,22.356009,28.332407
LOC101135170,2.110888,2.742101
LOC101135180,0.288488,0.0
LOC101135182,48.675041,33.88744
LOC101135203,0.144688,0.061397
LOC101135213,0.0,0.0
LOC101135223,0.0,0.0
LOC101135227,11.327194,3.119408
LOC101135237,0.0,0.0
LOC101135242,0.0,0.006065
LOC101135276,4.554984,4.260311
LOC101135287,71.588585,51.813698
LOC101135292,0.0,0.0
LOC101135308,1.542639,0.0
LOC101135313,0.0,0.0
LOC101135331,0.019828,0.0
LOC101135338,0.023655,0.0
LOC101135347,0.057012,0.0
LOC101135385,0.097045,0.070447
LOC101135389,8.624774,9.489296
LOC101135404,0.0,0.0
LOC101135405,4.415321,0.0
LOC101135415,27.346636,31.787718
LOC101135418,0.0,0.0
LOC101135421,1.315682,0.375984
LOC101135427,0.257112,0.211414
LOC101135429,21.047894,29.249727
LOC101135441,0.098511,0.280109
LOC101135450,0.0,0.0
LOC101135456,0.06427,1.57509
LOC101135462,16.292271,15.007339
LOC101135475,0.0,0.0
LOC101135486,1.273467,2.75984
LOC101135493,0.0,0.052534
LOC101135498,0.0,0.0
LOC101135508,40.469219,32.543415
LOC101135512,0.162695,0.30691
LOC101135518,8.3193,7.875181
LOC101135562,0.0,0.0
LOC101135574,0.0,0.305034
LOC101135579,1.126462,0.556591
LOC101135585,10.282933,12.418238
LOC101135590,0.0,0.0
LOC101135599,0.0,0.0
LOC101135612,1.013124,0.302261
LOC101135618,0.0,0.0
LOC101135633,0.668573,0.830125
LOC101135657,0.00739,0.0
LOC101135660,0.0,0.0
LOC101135678,0.060206,0.167249
LOC101135696,0.0,0.0
LOC101135699,0.005174,0.0
LOC101135721,0.0,0.0
LOC101135728,0.0,0.0
LOC101135729,0.0,0.0
LOC101135732,1.769379,0.308455
LOC101135754,19.492846,11.32386
LOC101135771,0.000869,0.0
LOC101135779,0.0,0.0
LOC101135787,0.0,0.0
LOC101135797,0.283427,0.169921
LOC101135809,0.05586,0.0
LOC101135829,8.943234,9.695962
LOC101135843,0.866126,0.770602
LOC101135879,2.469666,6.701214
LOC101135882,25.512516,28.102785
LOC101135885,1.327954,0.576942
LOC101135886,0.0,0.0
LOC101135926,0.0,0.0
LOC101135945,0.0,0.0
LOC101135970,0.0,0.0
LOC101135973,0.0,0.0
LOC101135980,0.0,0.0
LOC101135984,17.07044,21.157127
LOC101136000,0.404471,0.241961
LOC101136002,0.0,0.0
LOC101136006,2.649589,3.082103
LOC101136009,12.257269,12.449091
LOC101136013,0.0,0.0
LOC101136021,0.0,0.0
LOC101136027,8.135194,6.455076
LOC101136034,0.0,0.0
LOC101136036,5.629877,4.87357
LOC101136048,0.704985,0.353928
LOC101136050,0.0,0.007701
LOC101136052,0.016795,0.023142
LOC101136057,0.0,0.0
LOC101136066,0.019157,0.0036
LOC101136079,1.08388,4.294103
LOC101136085,0.175057,0.847453
LOC101136097,0.034358,0.041166
LOC101136122,0.064293,0.009838
LOC101136124,1.118687,0.134136
LOC101136127,1.304478,0.690497
LOC101136134,0.529942,0.108575
LOC101136153,3.571437,2.886514
LOC101136154,1.669673,5.559733
LOC101136170,0.470628,0.358621
LOC101136183,0.0,0.0
LOC101136188,0.690903,0.77224
LOC101136189,0.0,0.0
LOC101136203,0.117817,0.0
LOC101136212,0.0,0.081573
LOC101136214,0.989568,0.935567
LOC101136221,0.0,0.0
LOC101136257,2.219326,1.120276
LOC101136273,13.954494,12.834645
LOC101136280,2.468637,1.638823
LOC101136299,0.541739,0.996791
LOC101136303,10.231288,8.810563
LOC101136314,18.784254,19.866449
LOC101136323,0.092229,0.0
LOC101136352,0.051061,0.0
LOC101136353,0.016552,0.017805
LOC101136385,7.102201,6.727323
LOC101136393,0.0,0.0
LOC101136398,0.0,0.417048
LOC101136449,0.0,0.0
LOC101136459,32.634323,30.191734
LOC101136472,0.0,0.30679
LOC101136473,2.530028,3.509418
LOC101136480,37.933746,30.377123
LOC101136483,5.325706,6.613822
LOC101136485,0.182612,0.193193
LOC101136504,15.505298,21.374533
LOC101136510,0.0,0.0
LOC101136522,0.0,0.0
LOC101136534,0.0,0.0
LOC101136556,0.0,0.0
LOC101136561,0.0,0.0
LOC101136563,0.0,0.0
LOC101136566,0.0,0.0
LOC101136570,0.152985,0.206494
LOC101136574,0.0,0.0
LOC101136583,0.0,0.0
LOC101136592,0.0,0.0
LOC101136593,0.987237,0.826155
LOC101136605,0.491675,0.489486
LOC101136632,0.851983,0.351958
LOC101136640,12.953593,18.321629
LOC101136644,4.80746,4.500242
LOC101136667,9.131138,8.412244
LOC101136669,0.0,0.0
LOC101136680,0.0,0.0
LOC101136692,34.507797,34.626507
LOC101136730,0.594223,0.634589
LOC101136743,0.509834,0.659565
LOC101136745,0.038078,0.052759
LOC101136757,1.297059,0.543217
LOC101136771,0.0,0.009649
LOC101136772,1.448368,1.656858
LOC101136779,63.125278,75.646332
LOC101136823,0.099452,0.0
LOC101136829,0.08942,0.034227
LOC101136868,0.479641,0.634597
LOC101136905,0.0,0.0
LOC101136911,109.987251,112.118248
LOC101136913,0.0,0.0
LOC101136918,0.864448,0.309852
LOC101136923,0.063549,0.0
LOC101136932,0.0,0.0
LOC101136934,0.492806,0.0
LOC101136938,0.0,0.0
LOC101136944,2.176948,2.415944
LOC101136950,0.0,0.0
LOC101136967,0.785226,0.302287
LOC101136971,10.151531,9.599164
LOC101136978,11.395415,13.019998
LOC101136982,0.027596,0.520418
LOC101136984,0.0,0.0
LOC101136992,0.0,0.0
LOC101136995,0.0,0.0
LOC101137006,7.418231,6.58274
LOC101137024,0.0,0.0
LOC101137030,0.0,0.0
LOC101137046,0.0,0.0
LOC101137060,17.264116,15.115911
LOC101137069,11.392267,12.039886
LOC101137088,7.844071,18.493046
LOC101137094,0.0,0.0
LOC101137107,0.0,0.0
LOC101137108,0.0,0.0
LOC101137111,0.0,0.213314
LOC101137127,0.0,0.0
LOC101137143,0.065864,0.0
LOC101137158,0.0,0.0
LOC101137161,0.0,0.0
LOC101137162,32.716015,32.85685
LOC101137166,0.0,0.0
LOC101137179,0.996176,1.039289
LOC101137185,0.0,0.0
LOC101137195,89.549355,57.317074
