GeneID,SRR8750637,SRR8750669,SRR8750701
NALF2,3.274823,3.096871,2.429156
NAMPT,38.221756,35.205315,43.391018
NANOG,0.0,0.336095,0.0
NANOGNB,0.0,0.0,0.0
NANOS1,5.610917,5.617013,6.959813
NANOS2,0.0,0.18921,0.0
NANOS3,3.368608,3.886252,3.970542
NANP,3.670866,4.144466,4.435825
NANS,31.457277,32.593758,52.550907
NAP1L1,293.320526,334.890381,299.156067
NAP1L2,161.436371,134.829895,158.748245
NAP1L3,210.673538,193.766068,190.422058
NAP1L4,127.379471,115.541756,113.081627
NAP1L5,199.039673,165.174057,192.176712
NAPA,497.088074,363.862762,546.965942
NAPB,444.361877,328.606903,494.810181
NAPEPLD,14.253031,17.350784,9.392221
NAPG,70.731293,59.513435,66.313789
NAPRT,17.891813,14.088435,9.391699
NAPSA,0.204931,0.0,0.0
NARF,37.430588,31.528593,45.815975
NARS1,113.633324,117.026878,101.243683
NARS2,11.144002,9.66359,7.450052
NASP,27.072258,19.26976,35.431953
NAT1,0.0,0.784218,0.210614
NAT10,35.729549,29.909006,41.185936
NAT14,75.940666,71.917908,53.440727
NAT15,51.339832,43.884438,59.543522
NAT16,4.346079,3.484037,4.977217
NAT2,0.0,0.20656,0.0
NAT8,0.0,0.0,0.0
NAT8B,0.224334,0.0,0.0
NAT8L,200.464783,187.491409,109.913139
NAT9,26.770597,23.285696,41.264645
NATD1,3.563259,4.201335,4.795641
NAV1,15.332028,10.499406,11.545504
NAV2,6.644956,5.323369,8.236485
NAV3,20.590231,13.858123,18.145182
NAXD,108.915001,88.447777,101.286247
NAXE,177.75119,188.728912,128.268906
NBAS,22.78891,13.445107,7.803731
NBDY,51.175663,50.142365,40.141663
NBEA,56.475323,34.283665,27.522413
NBEAL1,1.204645,2.064767,1.698429
NBEAL2,2.967019,3.091593,5.649471
NBL1,331.123505,303.895844,297.964996
NBN,15.590945,16.04793,14.794959
NBPF11,0.0,0.0,0.0
NBPF3,7.024906,7.493814,8.109727
NBPF7P,1.866179,2.286792,4.360136
NBR1,67.33815,68.82666,57.89505
NCALD,426.72702,281.375397,166.545059
NCAM1,230.670212,165.539749,192.118301
NCAM2,45.960682,46.132889,36.72974
NCAN,84.540359,96.968369,43.590374
NCAPD2,11.531186,11.952246,24.835779
NCAPD3,6.80976,5.085392,12.499032
NCAPG,0.12657,0.156374,1.13075
NCAPG2,4.106292,3.580448,7.713621
NCAPH,0.237436,0.417692,1.614369
NCAPH2,68.827583,56.003754,84.985413
NCBP1,16.876972,17.955334,12.451621
NCBP2,84.502098,111.477005,55.054634
NCBP2AS2,97.233727,102.825874,100.92141
NCBP2L,0.0,0.0,0.0
NCBP3,4.40601,4.851298,7.513555
NCCRP1,0.184284,0.300636,0.0
NCDN,1044.901001,694.284729,730.473328
NCEH1,44.008297,31.871267,40.149784
NCF1,1.057063,7.673745,5.950212
NCF2,5.01056,9.972037,9.39672
NCF4,2.613099,7.258729,11.77828
NCK1,15.058524,18.062471,17.307617
NCK2,71.472504,51.765526,72.677803
NCKAP1,177.805389,156.443832,156.860626
NCKAP1L,2.385443,5.446707,9.150229
NCKAP5,1.796722,1.688292,1.767822
NCKAP5L,10.410173,9.614898,13.075217
NCKIPSD,70.566185,45.273144,75.463051
NCL,223.656769,202.390427,258.576202
NCLN,37.340675,30.350588,48.233215
NCMAP,0.029733,0.266824,0.0
NCOA1,52.977524,40.459839,58.820015
NCOA2,15.742233,13.935719,14.24262
NCOA3,5.957362,6.395129,7.988739
NCOA4,65.795486,69.269135,59.194019
NCOA5,25.802654,25.259808,23.830545
NCOA6,16.807074,11.891469,9.298101
NCOA7,65.512207,49.219482,59.708191
NCOR1,48.0872,40.654778,38.25206
NCOR2,68.574547,43.210648,51.187481
NCR1,0.0,0.516226,0.0
NCR2,0.0,0.0,0.0
NCR3,0.0,0.0,0.0
NCR3LG1,5.937934,4.773954,7.923149
NCS1,627.575989,549.124634,492.70517
NCSTN,45.416622,39.147491,35.70433
NDC1,8.823462,7.799245,8.687176
NDC80,0.0,0.0,1.736912
NDE1,5.316142,5.859086,9.7654
NDEL1,114.735756,82.813988,106.478943
NDFIP1,572.865784,461.334686,454.284607
NDFIP2,63.569366,58.980362,60.781384
NDN,166.345718,158.465866,153.753784
NDNF,4.510068,7.530531,1.470171
NDOR1,8.075593,6.623697,21.927475
NDP,19.000383,26.057993,19.216677
NDRG1,127.332878,109.82296,137.074066
NDRG2,962.032776,1002.393066,434.259949
NDRG3,229.624084,146.755096,159.082748
NDRG4,841.787476,618.997131,801.473633
NDST1,55.348846,34.745586,45.659512
NDST2,15.378177,14.861044,31.422949
NDST3,8.000282,6.463561,4.424916
NDST4,0.487621,0.506512,0.0
