GC_content,Replicate,Random_seed,Genome_size,Effective_length_Mb,iMotif_count,Density_IM_per_Mb,Actual_GC_content,Actual_G_content,Actual_C_content,Actual_A_content,Actual_T_content,Pos_strand_C,Pos_strand_G,Neg_strand_C,G_to_C_ratio,A_to_T_ratio,Run_time_seconds,C_distribution,G_distribution
0.6,29,1620353405,10000000,20.0,3499,174.95,0.6,0.3,0.3,0.2,0.2,0.3,0.3,0.3,1.0,1.0,834.71174,"{""1"": 1470807, ""2"": 440324, ""3"": 132363, ""4+"": 56741}","{""1"": 1472383, ""2"": 440164, ""3"": 132347, ""4+"": 56548}"
0.6,30,614889920,10000000,20.0,3423,171.15,0.6,0.3,0.3,0.2,0.2,0.3,0.3,0.3,1.0,1.0,564.328552,"{""1"": 1469883, ""2"": 441210, ""3"": 132528, ""4+"": 56451}","{""1"": 1469822, ""2"": 441310, ""3"": 132359, ""4+"": 56569}"
0.7,1,990167383,10000000,20.0,13954,697.7,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3027.825872,"{""1"": 1479612, ""2"": 518225, ""3"": 181039, ""4+"": 97034}","{""1"": 1479865, ""2"": 517975, ""3"": 181078, ""4+"": 97101}"
0.7,2,203636466,10000000,20.0,13486,674.3,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2603.244245,"{""1"": 1479413, ""2"": 518043, ""3"": 180468, ""4+"": 97595}","{""1"": 1478660, ""2"": 517282, ""3"": 181127, ""4+"": 97614}"
0.7,3,2224326812,10000000,20.0,13679,683.95,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3163.865891,"{""1"": 1477947, ""2"": 517417, ""3"": 181528, ""4+"": 97438}","{""1"": 1479125, ""2"": 517043, ""3"": 180777, ""4+"": 97850}"
0.7,4,3857334071,10000000,20.0,13646,682.3000000000001,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2787.403842,"{""1"": 1477775, ""2"": 518250, ""3"": 181149, ""4+"": 97331}","{""1"": 1477594, ""2"": 517700, ""3"": 181457, ""4+"": 97407}"
0.7,5,3283786803,10000000,20.0,13589,679.4499999999999,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3087.87624,"{""1"": 1479460, ""2"": 518314, ""3"": 180514, ""4+"": 97423}","{""1"": 1479474, ""2"": 517133, ""3"": 181064, ""4+"": 97596}"
0.7,6,2050196854,10000000,20.0,13536,676.8,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2724.778084,"{""1"": 1478016, ""2"": 517384, ""3"": 180953, ""4+"": 97996}","{""1"": 1478018, ""2"": 518087, ""3"": 181578, ""4+"": 97179}"
0.7,7,2421878392,10000000,20.0,13551,677.55,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2363.614302,"{""1"": 1480229, ""2"": 516717, ""3"": 181259, ""4+"": 97560}","{""1"": 1479140, ""2"": 517814, ""3"": 181488, ""4+"": 97144}"
0.7,8,377491067,10000000,20.0,13351,667.5500000000001,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2795.628844,"{""1"": 1478040, ""2"": 518407, ""3"": 180968, ""4+"": 97433}","{""1"": 1480761, ""2"": 517338, ""3"": 180747, ""4+"": 97482}"
0.7,9,2354310358,10000000,20.0,13614,680.7,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3174.08978,"{""1"": 1478601, ""2"": 517680, ""3"": 181953, ""4+"": 96926}","{""1"": 1480090, ""2"": 517459, ""3"": 180638, ""4+"": 97610}"
0.7,10,1205331865,10000000,20.0,13309,665.45,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2847.979688,"{""1"": 1478282, ""2"": 517876, ""3"": 181190, ""4+"": 97441}","{""1"": 1480707, ""2"": 517361, ""3"": 180748, ""4+"": 97508}"
0.7,11,2950388052,10000000,20.0,13507,675.35,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3222.276248,"{""1"": 1477111, ""2"": 518491, ""3"": 181198, ""4+"": 97459}","{""1"": 1477839, ""2"": 517744, ""3"": 181031, ""4+"": 97819}"
0.7,12,3753962391,10000000,20.0,13387,669.35,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3178.892034,"{""1"": 1478409, ""2"": 518135, ""3"": 180603, ""4+"": 97748}","{""1"": 1478984, ""2"": 516958, ""3"": 181351, ""4+"": 97605}"
0.7,13,3305461914,10000000,20.0,13685,684.25,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2758.543213,"{""1"": 1477453, ""2"": 517287, ""3"": 182089, ""4+"": 97295}","{""1"": 1479557, ""2"": 517109, ""3"": 181135, ""4+"": 97683}"
0.7,14,2434319541,10000000,20.0,13543,677.15,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2785.760105,"{""1"": 1477360, ""2"": 517583, ""3"": 181422, ""4+"": 97691}","{""1"": 1479032, ""2"": 517305, ""3"": 181523, ""4+"": 97318}"
0.7,15,627027935,10000000,20.0,13285,664.25,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3213.095555,"{""1"": 1480145, ""2"": 517265, ""3"": 180403, ""4+"": 97909}","{""1"": 1478023, ""2"": 517311, ""3"": 181193, ""4+"": 97833}"
0.7,16,551955507,10000000,20.0,13478,673.9,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3192.089581,"{""1"": 1478305, ""2"": 518185, ""3"": 180525, ""4+"": 97834}","{""1"": 1480678, ""2"": 517498, ""3"": 180741, ""4+"": 97348}"
0.7,17,1245210486,10000000,20.0,13561,678.0500000000001,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2722.725686,"{""1"": 1477962, ""2"": 516969, ""3"": 181010, ""4+"": 98117}","{""1"": 1478206, ""2"": 517835, ""3"": 181531, ""4+"": 97343}"
0.7,18,316870713,10000000,20.0,13486,674.3,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2845.915768,"{""1"": 1478866, ""2"": 518164, ""3"": 181018, ""4+"": 97233}","{""1"": 1478348, ""2"": 517080, ""3"": 181424, ""4+"": 97715}"
0.7,19,798871611,10000000,20.0,13466,673.3000000000001,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3043.619898,"{""1"": 1478708, ""2"": 517985, ""3"": 181184, ""4+"": 97271}","{""1"": 1480194, ""2"": 518216, ""3"": 180532, ""4+"": 97311}"
0.7,20,3613902334,10000000,20.0,13752,687.6,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3223.279865,"{""1"": 1476864, ""2"": 517139, ""3"": 181903, ""4+"": 97682}","{""1"": 1477704, ""2"": 516772, ""3"": 181525, ""4+"": 97856}"
0.7,21,2533101714,10000000,20.0,13714,685.7,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2808.858187,"{""1"": 1478054, ""2"": 517191, ""3"": 181550, ""4+"": 97597}","{""1"": 1477901, ""2"": 517384, ""3"": 181695, ""4+"": 97363}"
0.7,22,1299511765,10000000,20.0,13560,678.0,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3105.783775,"{""1"": 1478825, ""2"": 517759, ""3"": 181140, ""4+"": 97466}","{""1"": 1479014, ""2"": 516828, ""3"": 181604, ""4+"": 97544}"
0.7,23,1570124848,10000000,20.0,13552,677.6,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3220.0884,"{""1"": 1478369, ""2"": 518106, ""3"": 181151, ""4+"": 97289}","{""1"": 1479941, ""2"": 516747, ""3"": 181470, ""4+"": 97460}"
0.7,24,3590815194,10000000,20.0,13435,671.75,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2731.824003,"{""1"": 1479154, ""2"": 518329, ""3"": 180632, ""4+"": 97526}","{""1"": 1477101, ""2"": 517689, ""3"": 180896, ""4+"": 98051}"
0.7,25,209741597,10000000,20.0,13461,673.0500000000001,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2778.176714,"{""1"": 1479579, ""2"": 517619, ""3"": 181158, ""4+"": 97320}","{""1"": 1479923, ""2"": 518024, ""3"": 180862, ""4+"": 97165}"
0.7,26,1497063345,10000000,20.0,13604,680.2,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3017.038473,"{""1"": 1478717, ""2"": 517602, ""3"": 181351, ""4+"": 97461}","{""1"": 1478206, ""2"": 517561, ""3"": 181612, ""4+"": 97386}"
0.7,27,1489840308,10000000,20.0,13654,682.6999999999999,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2489.229821,"{""1"": 1479864, ""2"": 516512, ""3"": 181773, ""4+"": 97487}","{""1"": 1478458, ""2"": 517481, ""3"": 181325, ""4+"": 97527}"
0.7,28,3983297590,10000000,20.0,13530,676.5,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,3223.129721,"{""1"": 1477650, ""2"": 517268, ""3"": 181107, ""4+"": 97791}","{""1"": 1477632, ""2"": 517890, ""3"": 181424, ""4+"": 97421}"
0.7,29,2970346361,10000000,20.0,13600,680.0,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2620.328039,"{""1"": 1480609, ""2"": 516876, ""3"": 181178, ""4+"": 97428}","{""1"": 1478302, ""2"": 517047, ""3"": 181151, ""4+"": 97830}"
0.7,30,2463357716,10000000,20.0,13582,679.1,0.7,0.35,0.35,0.15,0.15,0.35,0.35,0.35,1.0,1.0,2782.589631,"{""1"": 1477995, ""2"": 517367, ""3"": 181712, ""4+"": 97386}","{""1"": 1478415, ""2"": 517259, ""3"": 180700, ""4+"": 98007}"
0.8,1,3271298554,10000000,20.0,38541,1927.05,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8011.390776,"{""1"": 1441242, ""2"": 574484, ""3"": 230768, ""4+"": 153631}","{""1"": 1438981, ""2"": 576750, ""3"": 230986, ""4+"": 153134}"
0.8,2,2017477227,10000000,20.0,38801,1940.05,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8262.683773,"{""1"": 1441542, ""2"": 574882, ""3"": 230974, ""4+"": 153301}","{""1"": 1441385, ""2"": 576108, ""3"": 229990, ""4+"": 153520}"
0.8,3,2299070783,10000000,20.0,38726,1936.3,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8988.670404,"{""1"": 1441547, ""2"": 575516, ""3"": 230650, ""4+"": 153379}","{""1"": 1440266, ""2"": 575623, ""3"": 230988, ""4+"": 153286}"
0.8,4,4218692674,10000000,20.0,38749,1937.45,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,9892.123335,"{""1"": 1441170, ""2"": 574876, ""3"": 230498, ""4+"": 153671}","{""1"": 1440015, ""2"": 575582, ""3"": 230283, ""4+"": 153862}"
0.8,5,3400672261,10000000,20.0,38612,1930.6,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,9987.794408,"{""1"": 1442246, ""2"": 574827, ""3"": 230544, ""4+"": 153598}","{""1"": 1442155, ""2"": 575803, ""3"": 230207, ""4+"": 153334}"
0.8,6,1378523527,10000000,20.0,38748,1937.4,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8265.142149,"{""1"": 1439668, ""2"": 575995, ""3"": 230569, ""4+"": 153535}","{""1"": 1439033, ""2"": 575554, ""3"": 230632, ""4+"": 153956}"
0.8,7,1455911946,10000000,20.0,38776,1938.8,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,7989.687366,"{""1"": 1436748, ""2"": 575943, ""3"": 230502, ""4+"": 154296}","{""1"": 1439048, ""2"": 575827, ""3"": 230856, ""4+"": 153640}"
0.8,8,3774669790,10000000,20.0,38637,1931.85,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8354.0095,"{""1"": 1438833, ""2"": 576756, ""3"": 230955, ""4+"": 153185}","{""1"": 1438249, ""2"": 575166, ""3"": 230870, ""4+"": 154051}"
0.8,9,257568929,10000000,20.0,38391,1919.55,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10095.390663,"{""1"": 1439717, ""2"": 575675, ""3"": 230851, ""4+"": 153516}","{""1"": 1439822, ""2"": 576321, ""3"": 229851, ""4+"": 153845}"
0.8,10,3672142947,10000000,20.0,38443,1922.15,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,9903.983516,"{""1"": 1441524, ""2"": 575481, ""3"": 230447, ""4+"": 153521}","{""1"": 1440553, ""2"": 575543, ""3"": 230645, ""4+"": 153736}"
0.8,11,2523164454,10000000,20.0,38725,1936.25,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8266.218856,"{""1"": 1441546, ""2"": 575336, ""3"": 229787, ""4+"": 154022}","{""1"": 1440599, ""2"": 575351, ""3"": 230945, ""4+"": 153395}"
0.8,12,478777129,10000000,20.0,38654,1932.7,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10025.472795,"{""1"": 1440888, ""2"": 575767, ""3"": 230060, ""4+"": 153759}","{""1"": 1440709, ""2"": 575899, ""3"": 230722, ""4+"": 153465}"
0.8,13,1519752253,10000000,20.0,38552,1927.6,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8574.316358,"{""1"": 1441427, ""2"": 575204, ""3"": 230263, ""4+"": 153692}","{""1"": 1440293, ""2"": 575489, ""3"": 230706, ""4+"": 153460}"
0.8,14,4191378286,10000000,20.0,38574,1928.7,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10116.54914,"{""1"": 1439814, ""2"": 576539, ""3"": 230690, ""4+"": 153280}","{""1"": 1439007, ""2"": 576465, ""3"": 230893, ""4+"": 153420}"
0.8,15,2299780290,10000000,20.0,38593,1929.65,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10062.654803,"{""1"": 1440527, ""2"": 575440, ""3"": 230299, ""4+"": 153903}","{""1"": 1440494, ""2"": 575303, ""3"": 230787, ""4+"": 153523}"
0.8,16,1150801797,10000000,20.0,38493,1924.65,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,7721.07137,"{""1"": 1440859, ""2"": 575254, ""3"": 230840, ""4+"": 153435}","{""1"": 1439079, ""2"": 577549, ""3"": 230540, ""4+"": 153105}"
0.8,17,2934396424,10000000,20.0,38838,1941.9,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10093.314222,"{""1"": 1439342, ""2"": 575695, ""3"": 230200, ""4+"": 154006}","{""1"": 1439058, ""2"": 575402, ""3"": 230725, ""4+"": 153714}"
0.8,18,2294873244,10000000,20.0,38507,1925.35,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,9425.217666,"{""1"": 1439312, ""2"": 576856, ""3"": 230666, ""4+"": 153432}","{""1"": 1440912, ""2"": 575814, ""3"": 229944, ""4+"": 153789}"
0.8,19,3162827661,10000000,20.0,38528,1926.4,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,7890.006243,"{""1"": 1441954, ""2"": 576904, ""3"": 229608, ""4+"": 153296}","{""1"": 1443797, ""2"": 575963, ""3"": 230181, ""4+"": 152998}"
0.8,20,1602187745,10000000,20.0,38708,1935.4,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10016.682402,"{""1"": 1440738, ""2"": 576944, ""3"": 230112, ""4+"": 153198}","{""1"": 1439760, ""2"": 575766, ""3"": 231001, ""4+"": 153281}"
0.8,21,3716740452,10000000,20.0,38761,1938.05,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10095.901082,"{""1"": 1439849, ""2"": 575485, ""3"": 231139, ""4+"": 153377}","{""1"": 1439002, ""2"": 575119, ""3"": 230946, ""4+"": 153869}"
0.8,22,3862306744,10000000,20.0,38647,1932.35,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8282.15198,"{""1"": 1439046, ""2"": 576308, ""3"": 229628, ""4+"": 154104}","{""1"": 1437840, ""2"": 576499, ""3"": 230550, ""4+"": 153610}"
0.8,23,1908007401,10000000,20.0,38603,1930.15,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8608.118724,"{""1"": 1440266, ""2"": 575118, ""3"": 229820, ""4+"": 154338}","{""1"": 1440259, ""2"": 575791, ""3"": 230293, ""4+"": 153810}"
0.8,24,3691602028,10000000,20.0,38844,1942.2,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8090.0714,"{""1"": 1438293, ""2"": 576184, ""3"": 230406, ""4+"": 153719}","{""1"": 1439340, ""2"": 574884, ""3"": 231221, ""4+"": 153739}"
0.8,25,683956480,10000000,20.0,38704,1935.2,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10097.921446,"{""1"": 1438843, ""2"": 576414, ""3"": 229692, ""4+"": 153984}","{""1"": 1439440, ""2"": 575085, ""3"": 230678, ""4+"": 154035}"
0.8,26,2824217091,10000000,20.0,38807,1940.35,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8199.251747,"{""1"": 1439246, ""2"": 576027, ""3"": 230866, ""4+"": 153491}","{""1"": 1439002, ""2"": 576647, ""3"": 230411, ""4+"": 153552}"
0.8,27,3170190725,10000000,20.0,38670,1933.5,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,10025.101734,"{""1"": 1440202, ""2"": 575080, ""3"": 230483, ""4+"": 153967}","{""1"": 1439953, ""2"": 576511, ""3"": 230288, ""4+"": 153480}"
0.8,28,1015484040,10000000,20.0,38552,1927.6,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8283.764608,"{""1"": 1440206, ""2"": 576804, ""3"": 230032, ""4+"": 153308}","{""1"": 1439248, ""2"": 575525, ""3"": 230605, ""4+"": 153795}"
0.8,29,3308533980,10000000,20.0,38586,1929.3,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,9759.058828,"{""1"": 1440787, ""2"": 574697, ""3"": 230453, ""4+"": 154003}","{""1"": 1439894, ""2"": 576703, ""3"": 230814, ""4+"": 153018}"
0.8,30,45267487,10000000,20.0,38258,1912.9,0.8,0.4,0.4,0.1,0.1,0.4,0.4,0.4,1.0,1.0,8328.881345,"{""1"": 1437158, ""2"": 577027, ""3"": 229829, ""4+"": 154179}","{""1"": 1439354, ""2"": 576750, ""3"": 230568, ""4+"": 153276}"
0.9,1,3047705957,10000000,20.0,85210,4260.5,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21831.667713,"{""1"": 1359097, ""2"": 613219, ""3"": 275738, ""4+"": 225471}","{""1"": 1359486, ""2"": 613244, ""3"": 275458, ""4+"": 225668}"
0.9,2,4194867687,10000000,20.0,85001,4250.05,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22041.080379,"{""1"": 1363111, ""2"": 613226, ""3"": 275910, ""4+"": 224678}","{""1"": 1361934, ""2"": 613447, ""3"": 275407, ""4+"": 225184}"
0.9,3,3856686570,10000000,20.0,85276,4263.8,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21767.197696,"{""1"": 1360362, ""2"": 610383, ""3"": 275784, ""4+"": 226607}","{""1"": 1361848, ""2"": 611619, ""3"": 276241, ""4+"": 225546}"
0.9,4,3628824813,10000000,20.0,85184,4259.200000000001,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21903.201469,"{""1"": 1360818, ""2"": 612286, ""3"": 276645, ""4+"": 224927}","{""1"": 1360467, ""2"": 612556, ""3"": 275103, ""4+"": 226143}"
0.9,5,1516588097,10000000,20.0,85095,4254.75,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21841.618397,"{""1"": 1362060, ""2"": 612196, ""3"": 276436, ""4+"": 224946}","{""1"": 1361982, ""2"": 612288, ""3"": 275985, ""4+"": 225321}"
0.9,6,593724850,10000000,20.0,85543,4277.150000000001,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21808.125722,"{""1"": 1360514, ""2"": 611450, ""3"": 275958, ""4+"": 225894}","{""1"": 1362796, ""2"": 612179, ""3"": 275149, ""4+"": 225500}"
0.9,7,3217732870,10000000,20.0,85101,4255.05,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22097.476615,"{""1"": 1360644, ""2"": 611240, ""3"": 276518, ""4+"": 225654}","{""1"": 1361040, ""2"": 612275, ""3"": 275143, ""4+"": 225894}"
0.9,8,3995599305,10000000,20.0,84811,4240.55,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21790.626362,"{""1"": 1360530, ""2"": 613271, ""3"": 275531, ""4+"": 225333}","{""1"": 1360007, ""2"": 612840, ""3"": 275813, ""4+"": 225633}"
0.9,9,2846620812,10000000,20.0,84565,4228.25,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21743.044937,"{""1"": 1361479, ""2"": 613756, ""3"": 274810, ""4+"": 225649}","{""1"": 1361883, ""2"": 613415, ""3"": 275439, ""4+"": 225285}"
0.9,10,1155430158,10000000,20.0,85056,4252.8,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21932.333217,"{""1"": 1361313, ""2"": 611695, ""3"": 275193, ""4+"": 225897}","{""1"": 1359270, ""2"": 612843, ""3"": 275954, ""4+"": 225772}"
0.9,11,1933296593,10000000,20.0,84951,4247.55,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21932.351311,"{""1"": 1361094, ""2"": 612211, ""3"": 276052, ""4+"": 225362}","{""1"": 1360701, ""2"": 612811, ""3"": 275977, ""4+"": 225443}"
0.9,12,962815333,10000000,20.0,84797,4239.849999999999,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21716.086286,"{""1"": 1361671, ""2"": 612554, ""3"": 276026, ""4+"": 225386}","{""1"": 1362097, ""2"": 612514, ""3"": 275154, ""4+"": 225969}"
0.9,13,3103075944,10000000,20.0,85044,4252.2,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22132.375857,"{""1"": 1362739, ""2"": 613450, ""3"": 275700, ""4+"": 224948}","{""1"": 1363279, ""2"": 611843, ""3"": 276936, ""4+"": 224695}"
0.9,14,406157098,10000000,20.0,85025,4251.25,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21388.718837,"{""1"": 1360660, ""2"": 613699, ""3"": 275931, ""4+"": 225146}","{""1"": 1361816, ""2"": 612066, ""3"": 275263, ""4+"": 226019}"
0.9,15,483545517,10000000,20.0,85030,4251.5,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22149.503456,"{""1"": 1360082, ""2"": 612784, ""3"": 275633, ""4+"": 225531}","{""1"": 1359859, ""2"": 614530, ""3"": 276156, ""4+"": 224736}"
0.9,16,2513486768,10000000,20.0,85073,4253.650000000001,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21818.776751,"{""1"": 1359135, ""2"": 612810, ""3"": 276066, ""4+"": 225808}","{""1"": 1360276, ""2"": 612986, ""3"": 275140, ""4+"": 226002}"
0.9,17,3359531076,10000000,20.0,84957,4247.85,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22108.176175,"{""1"": 1359739, ""2"": 612019, ""3"": 276053, ""4+"": 225870}","{""1"": 1361102, ""2"": 612222, ""3"": 275616, ""4+"": 225696}"
0.9,18,2642579118,10000000,20.0,85086,4254.3,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22030.123343,"{""1"": 1361392, ""2"": 613523, ""3"": 276010, ""4+"": 224865}","{""1"": 1362500, ""2"": 612283, ""3"": 276255, ""4+"": 225066}"
0.9,19,850320009,10000000,20.0,85162,4258.099999999999,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21888.991926,"{""1"": 1361148, ""2"": 612373, ""3"": 275704, ""4+"": 225600}","{""1"": 1360649, ""2"": 612051, ""3"": 275261, ""4+"": 226295}"
0.9,20,2633914636,10000000,20.0,84935,4246.75,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21704.110032,"{""1"": 1360763, ""2"": 612110, ""3"": 275778, ""4+"": 225819}","{""1"": 1360936, ""2"": 613336, ""3"": 275423, ""4+"": 225138}"
0.9,21,3810917024,10000000,20.0,85020,4251.0,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21656.73201,"{""1"": 1359844, ""2"": 612893, ""3"": 276036, ""4+"": 225426}","{""1"": 1359245, ""2"": 613108, ""3"": 275470, ""4+"": 225753}"
0.9,22,1630502435,10000000,20.0,85439,4271.95,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21821.000077,"{""1"": 1361127, ""2"": 611464, ""3"": 275424, ""4+"": 226180}","{""1"": 1360490, ""2"": 611904, ""3"": 275823, ""4+"": 225847}"
0.9,23,3982150861,10000000,20.0,85673,4283.65,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22149.867799,"{""1"": 1360579, ""2"": 612347, ""3"": 275654, ""4+"": 225965}","{""1"": 1361239, ""2"": 611713, ""3"": 275312, ""4+"": 225920}"
0.9,24,2215599656,10000000,20.0,85351,4267.55,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21593.149995,"{""1"": 1361704, ""2"": 610953, ""3"": 275831, ""4+"": 225896}","{""1"": 1360942, ""2"": 612501, ""3"": 275260, ""4+"": 225940}"
0.9,25,735663083,10000000,20.0,85215,4260.75,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22098.210868,"{""1"": 1359792, ""2"": 611607, ""3"": 275581, ""4+"": 226203}","{""1"": 1360334, ""2"": 612572, ""3"": 275252, ""4+"": 225999}"
0.9,26,2217915647,10000000,20.0,85061,4253.05,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,21621.89063,"{""1"": 1362120, ""2"": 611226, ""3"": 275757, ""4+"": 225632}","{""1"": 1361239, ""2"": 612601, ""3"": 275435, ""4+"": 225653}"
0.9,27,2190461232,10000000,20.0,85386,4269.3,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22153.06221,"{""1"": 1359714, ""2"": 612456, ""3"": 276130, ""4+"": 225528}","{""1"": 1361281, ""2"": 611677, ""3"": 275890, ""4+"": 225939}"
0.9,28,1026755308,10000000,20.0,85081,4254.049999999999,0.9,0.45,0.45,0.05,0.05,0.45,0.45,0.45,1.0,1.0,22156.034244,"{""1"": 1361208, ""2"": 611679, ""3"": 275668, ""4+"": 225809}","{""1"": 1361301, ""2"": 613233, ""3"": 276660, ""4+"": 224621}"
